user_id,event_date,event_type,event_count
38,2025-03-31,app_open,1
38,2025-04-10,add_to_cart,1
38,2025-05-01,app_open,1
38,2025-07-09,app_open,1
38,2025-09-01,add_to_cart,1
38,2025-09-06,app_open,1
38,2025-10-10,view_product,1
39,2025-02-26,app_open,1
39,2025-04-01,view_product,1
39,2025-05-18,view_product,1
39,2025-06-17,app_open,1
39,2025-07-04,view_product,1
39,2025-07-09,app_open,1
39,2025-07-27,app_open,1
39,2025-12-24,view_product,1
40,2025-04-06,app_open,1
40,2025-04-11,app_open,1
40,2025-05-17,app_open,1
40,2025-06-18,app_open,1
40,2025-08-02,add_to_cart,1
40,2025-08-09,app_open,1
40,2025-09-23,app_open,1
40,2025-11-08,app_open,1
40,2025-11-10,purchase,1
40,2025-11-20,add_to_cart,1
41,2025-01-22,view_product,1
41,2025-03-22,add_to_cart,1
41,2025-04-30,purchase,1
41,2025-05-14,app_open,1
41,2025-05-16,app_open,1
41,2025-06-04,app_open,1
41,2025-09-09,app_open,1
41,2025-11-11,view_product,1
41,2025-11-26,app_open,1
42,2025-01-04,app_open,1
42,2025-01-31,app_open,1
42,2025-02-13,app_open,1
42,2025-03-03,purchase,1
42,2025-04-17,app_open,1
42,2025-05-30,add_to_cart,1
42,2025-06-16,app_open,1
42,2025-07-31,add_to_cart,1
42,2025-08-02,view_product,1
42,2025-11-10,view_product,1
42,2025-11-22,view_product,1
43,2025-03-13,purchase,1
43,2025-04-12,app_open,1
43,2025-05-06,add_to_cart,1
43,2025-06-12,app_open,1
43,2025-09-12,app_open,1
43,2025-10-29,add_to_cart,1
43,2025-11-01,view_product,1
43,2025-12-04,view_product,1
43,2025-12-17,purchase,1
44,2025-02-11,app_open,1
44,2025-03-05,app_open,1
44,2025-04-20,app_open,1
44,2025-08-17,app_open,1
44,2025-09-27,purchase,1
44,2025-10-02,view_product,1
45,2025-01-25,add_to_cart,1
45,2025-02-12,view_product,1
45,2025-02-25,view_product,1
45,2025-03-13,purchase,1
45,2025-05-24,app_open,1
45,2025-05-25,app_open,1
45,2025-06-23,view_product,1
45,2025-07-21,view_product,1
45,2025-08-05,add_to_cart,1
45,2025-08-26,app_open,1
45,2025-09-01,view_product,1
45,2025-09-05,app_open,1
45,2025-09-27,app_open,1
45,2025-11-13,purchase,1
46,2025-01-20,view_product,1
46,2025-03-30,app_open,1
46,2025-04-29,view_product,1
46,2025-08-27,add_to_cart,1
46,2025-09-06,add_to_cart,1
46,2025-09-22,add_to_cart,1
46,2025-11-13,purchase,1
46,2025-12-05,app_open,1
47,2025-01-21,view_product,1
47,2025-04-27,app_open,1
47,2025-05-06,app_open,1
47,2025-07-28,add_to_cart,1
47,2025-11-15,purchase,1
47,2025-11-17,app_open,1
48,2025-01-05,view_product,1
48,2025-02-20,add_to_cart,1
48,2025-04-11,app_open,1
48,2025-04-26,add_to_cart,1
48,2025-04-30,add_to_cart,1
48,2025-05-11,app_open,1
48,2025-05-12,view_product,1
48,2025-06-06,view_product,1
48,2025-08-20,app_open,1
48,2025-09-14,view_product,1
48,2025-09-20,add_to_cart,1
48,2025-09-28,purchase,1
48,2025-11-27,app_open,1
49,2025-01-01,app_open,1
49,2025-02-20,app_open,2
49,2025-03-10,app_open,1
49,2025-03-23,view_product,1
49,2025-08-21,view_product,1
49,2025-10-23,app_open,1
49,2025-11-06,add_to_cart,1
49,2025-11-13,app_open,1
49,2025-11-18,app_open,1
49,2025-12-16,app_open,1
50,2025-01-15,app_open,1
50,2025-04-17,view_product,1
50,2025-07-01,view_product,1
50,2025-08-10,view_product,1
50,2025-08-13,app_open,1
50,2025-12-16,view_product,1
51,2025-01-07,add_to_cart,1
51,2025-03-09,app_open,1
51,2025-07-21,app_open,1
51,2025-08-01,view_product,1
51,2025-08-14,purchase,1
51,2025-11-28,app_open,1
51,2025-12-29,view_product,1
52,2025-01-14,purchase,1
52,2025-02-25,add_to_cart,1
52,2025-03-20,app_open,1
52,2025-03-28,view_product,1
52,2025-04-23,view_product,1
52,2025-05-07,view_product,1
52,2025-07-01,view_product,1
52,2025-07-30,add_to_cart,1
52,2025-09-03,purchase,1
52,2025-09-22,view_product,1
52,2025-10-06,add_to_cart,1
52,2025-10-20,view_product,1
52,2025-10-24,app_open,1
52,2025-10-31,app_open,1
52,2025-11-09,app_open,1
53,2025-01-17,view_product,1
53,2025-02-03,app_open,1
53,2025-04-02,app_open,1
53,2025-04-04,app_open,1
53,2025-04-08,app_open,1
53,2025-06-19,add_to_cart,1
53,2025-07-26,add_to_cart,1
53,2025-10-01,app_open,1
53,2025-11-14,app_open,1
53,2025-12-31,app_open,1
54,2025-02-02,add_to_cart,1
54,2025-03-31,view_product,1
54,2025-05-27,app_open,1
54,2025-07-16,app_open,1
54,2025-07-19,app_open,1
54,2025-08-08,add_to_cart,1
54,2025-08-17,app_open,1
54,2025-11-11,app_open,1
54,2025-11-17,app_open,1
55,2025-01-20,add_to_cart,1
55,2025-03-02,add_to_cart,1
55,2025-03-19,view_product,1
55,2025-03-23,add_to_cart,1
55,2025-04-13,add_to_cart,1
55,2025-05-22,view_product,1
55,2025-06-03,add_to_cart,1
55,2025-07-27,view_product,1
55,2025-08-25,add_to_cart,1
55,2025-09-22,app_open,1
55,2025-09-28,app_open,1
55,2025-10-17,view_product,1
55,2025-11-08,view_product,1
55,2025-11-12,purchase,1
55,2025-11-13,app_open,1
55,2025-11-23,purchase,1
56,2025-01-16,view_product,1
56,2025-03-28,view_product,1
56,2025-04-02,app_open,1
56,2025-08-09,add_to_cart,1
56,2025-09-08,app_open,1
56,2025-10-15,view_product,1
56,2025-10-19,view_product,1
56,2025-11-14,app_open,1
56,2025-11-25,purchase,1
56,2025-12-28,view_product,1
57,2025-01-31,view_product,1
57,2025-02-06,purchase,1
57,2025-03-08,view_product,1
57,2025-03-31,add_to_cart,1
57,2025-04-02,view_product,1
57,2025-06-30,app_open,1
57,2025-08-09,add_to_cart,1
57,2025-08-24,purchase,1
57,2025-10-24,app_open,1
57,2025-10-25,view_product,1
57,2025-11-06,app_open,1
57,2025-11-07,add_to_cart,1
57,2025-11-28,view_product,1
57,2025-12-01,app_open,1
58,2025-02-27,app_open,1
58,2025-03-31,view_product,1
58,2025-04-02,app_open,1
58,2025-04-27,view_product,1
58,2025-06-13,purchase,1
58,2025-07-15,view_product,1
58,2025-09-16,app_open,1
58,2025-11-11,view_product,1
58,2025-12-07,purchase,1
58,2025-12-16,view_product,1
59,2025-01-08,view_product,1
59,2025-02-23,add_to_cart,1
59,2025-03-01,view_product,1
59,2025-03-21,add_to_cart,1
59,2025-04-30,app_open,1
59,2025-05-24,view_product,1
59,2025-06-10,view_product,1
59,2025-06-26,purchase,1
59,2025-07-14,view_product,1
59,2025-08-09,view_product,1
59,2025-09-25,purchase,1
59,2025-10-07,view_product,1
59,2025-10-23,add_to_cart,1
59,2025-11-06,view_product,1
59,2025-12-29,view_product,1
60,2025-01-02,app_open,1
60,2025-01-04,view_product,1
60,2025-04-17,view_product,1
60,2025-05-08,view_product,1
60,2025-05-18,add_to_cart,1
60,2025-08-08,purchase,1
60,2025-08-18,purchase,1
60,2025-09-07,app_open,1
60,2025-10-02,add_to_cart,2
60,2025-12-27,app_open,1
61,2025-01-09,app_open,1
61,2025-04-04,app_open,1
61,2025-08-24,view_product,1
61,2025-10-08,add_to_cart,1
61,2025-10-24,view_product,1
61,2025-11-23,app_open,1
62,2025-03-09,app_open,1
62,2025-03-23,view_product,1
62,2025-04-29,purchase,1
62,2025-05-10,app_open,1
62,2025-05-13,view_product,1
62,2025-06-16,view_product,1
62,2025-06-23,view_product,1
62,2025-07-07,app_open,1
62,2025-07-22,app_open,1
62,2025-07-22,view_product,1
62,2025-07-23,view_product,1
62,2025-07-29,view_product,1
62,2025-08-01,view_product,1
62,2025-08-03,app_open,1
62,2025-09-21,view_product,1
62,2025-10-21,add_to_cart,1
62,2025-11-03,app_open,1
63,2025-04-06,app_open,1
63,2025-05-21,view_product,1
63,2025-06-08,view_product,1
63,2025-07-11,app_open,1
63,2025-12-23,add_to_cart,1
64,2025-01-29,purchase,1
64,2025-02-03,app_open,1
64,2025-04-05,app_open,1
64,2025-05-11,app_open,1
64,2025-05-12,app_open,1
64,2025-06-01,view_product,1
64,2025-06-08,app_open,1
64,2025-06-26,view_product,1
64,2025-07-17,app_open,1
64,2025-08-03,app_open,1
64,2025-08-27,view_product,1
64,2025-10-18,add_to_cart,1
64,2025-11-30,add_to_cart,1
64,2025-12-19,view_product,1
65,2025-02-02,view_product,1
65,2025-04-01,add_to_cart,1
65,2025-04-14,app_open,1
65,2025-05-23,app_open,1
65,2025-05-28,add_to_cart,1
65,2025-09-01,add_to_cart,1
65,2025-09-16,purchase,1
66,2025-01-25,app_open,1
66,2025-01-28,purchase,1
66,2025-02-14,app_open,1
66,2025-02-21,add_to_cart,1
66,2025-02-27,purchase,1
66,2025-03-09,view_product,1
66,2025-03-11,app_open,1
66,2025-03-13,add_to_cart,1
66,2025-04-02,app_open,1
66,2025-05-25,app_open,1
66,2025-06-13,app_open,1
66,2025-07-08,purchase,1
66,2025-07-18,purchase,1
66,2025-07-22,add_to_cart,1
66,2025-07-23,view_product,1
66,2025-08-01,view_product,1
66,2025-08-03,purchase,1
66,2025-09-07,add_to_cart,1
66,2025-10-12,add_to_cart,1
66,2025-11-03,view_product,1
66,2025-12-14,view_product,1
66,2025-12-20,view_product,1
67,2025-01-18,view_product,1
67,2025-02-25,view_product,1
67,2025-06-17,purchase,1
67,2025-07-23,view_product,1
67,2025-08-16,add_to_cart,1
67,2025-08-28,app_open,1
67,2025-09-20,add_to_cart,1
68,2025-01-20,view_product,1
68,2025-02-08,add_to_cart,1
68,2025-03-25,app_open,1
68,2025-04-09,app_open,1
68,2025-07-09,view_product,1
68,2025-07-30,app_open,1
68,2025-07-31,view_product,1
68,2025-09-06,app_open,1
68,2025-11-01,view_product,1
68,2025-11-28,add_to_cart,1
69,2025-03-10,add_to_cart,1
69,2025-04-06,add_to_cart,1
69,2025-05-03,add_to_cart,1
69,2025-05-06,view_product,1
69,2025-05-07,app_open,1
69,2025-06-05,purchase,1
69,2025-06-17,view_product,1
69,2025-07-26,view_product,1
69,2025-08-16,app_open,1
69,2025-09-05,add_to_cart,1
69,2025-10-25,view_product,1
69,2025-11-03,view_product,1
69,2025-11-20,view_product,1
70,2025-01-13,app_open,1
70,2025-02-12,app_open,1
70,2025-04-24,app_open,1
70,2025-08-08,app_open,1
70,2025-08-23,view_product,1
70,2025-09-06,view_product,1
70,2025-09-10,view_product,1
70,2025-09-19,app_open,1
70,2025-10-05,app_open,1
70,2025-10-17,app_open,1
70,2025-11-08,view_product,1
71,2025-01-15,view_product,1
71,2025-07-09,add_to_cart,1
71,2025-10-03,view_product,1
71,2025-10-06,view_product,1
71,2025-10-19,view_product,1
71,2025-11-27,view_product,1
71,2025-12-28,view_product,1
71,2025-12-30,app_open,1
72,2025-03-06,app_open,1
72,2025-03-30,view_product,1
72,2025-04-21,app_open,1
72,2025-07-23,app_open,1
72,2025-07-29,view_product,1
72,2025-08-04,app_open,1
72,2025-10-07,app_open,1
73,2025-01-13,view_product,1
73,2025-03-19,app_open,1
73,2025-04-13,app_open,1
73,2025-06-14,app_open,1
73,2025-07-14,add_to_cart,1
73,2025-08-04,app_open,1
73,2025-08-06,app_open,1
73,2025-11-06,app_open,1
73,2025-12-22,add_to_cart,1
74,2025-01-10,app_open,1
74,2025-01-20,view_product,1
74,2025-02-09,view_product,1
74,2025-02-26,view_product,1
74,2025-03-27,app_open,1
74,2025-03-29,app_open,1
74,2025-04-19,view_product,1
74,2025-06-20,app_open,1
74,2025-07-16,add_to_cart,1
74,2025-08-09,purchase,1
74,2025-08-18,app_open,1
74,2025-09-04,purchase,1
74,2025-09-10,view_product,1
74,2025-10-07,app_open,1
74,2025-11-05,add_to_cart,1
74,2025-11-29,view_product,1
75,2025-01-16,add_to_cart,1
75,2025-01-30,view_product,1
75,2025-04-17,view_product,1
75,2025-06-18,app_open,1
75,2025-07-29,add_to_cart,1
75,2025-08-02,app_open,1
75,2025-09-01,view_product,1
75,2025-09-25,add_to_cart,1
75,2025-11-01,view_product,1
75,2025-11-25,app_open,1
75,2025-11-27,app_open,1
75,2025-12-02,view_product,1
75,2025-12-23,app_open,1
76,2025-02-18,app_open,1
76,2025-03-03,add_to_cart,1
76,2025-03-22,app_open,1
76,2025-03-25,view_product,1
76,2025-04-08,view_product,1
76,2025-07-14,app_open,1
76,2025-08-30,app_open,1
76,2025-11-10,app_open,1
76,2025-11-11,app_open,1
76,2025-11-26,view_product,2
76,2025-11-27,view_product,1
77,2025-05-31,app_open,1
77,2025-06-08,view_product,1
77,2025-06-11,app_open,1
77,2025-06-16,add_to_cart,1
77,2025-07-04,view_product,1
77,2025-08-25,app_open,1
77,2025-09-13,view_product,1
77,2025-11-10,view_product,1
78,2025-02-23,app_open,1
78,2025-03-01,app_open,1
78,2025-03-12,app_open,1
78,2025-04-04,app_open,1
78,2025-04-04,purchase,1
78,2025-07-09,view_product,1
78,2025-09-10,app_open,1
78,2025-10-14,add_to_cart,1
78,2025-10-21,app_open,1
78,2025-12-15,view_product,1
78,2025-12-17,purchase,1
78,2025-12-28,app_open,1
79,2025-01-01,app_open,1
79,2025-03-05,app_open,1
79,2025-06-25,app_open,1
79,2025-07-09,add_to_cart,1
79,2025-08-02,view_product,1
79,2025-08-29,app_open,1
79,2025-09-01,app_open,1
79,2025-09-15,app_open,1
79,2025-10-05,app_open,1
79,2025-10-24,view_product,1
79,2025-11-01,view_product,1
79,2025-12-14,add_to_cart,1
80,2025-02-11,app_open,1
80,2025-03-02,app_open,1
80,2025-03-06,app_open,1
80,2025-03-07,app_open,1
80,2025-03-12,add_to_cart,1
80,2025-03-27,purchase,1
80,2025-03-29,view_product,1
80,2025-03-30,app_open,1
80,2025-07-23,view_product,1
80,2025-09-23,view_product,1
80,2025-11-02,view_product,1
80,2025-11-11,add_to_cart,1
80,2025-11-13,purchase,1
81,2025-01-12,app_open,1
81,2025-02-14,app_open,1
81,2025-02-16,view_product,1
81,2025-03-19,view_product,1
81,2025-06-26,add_to_cart,1
81,2025-08-25,add_to_cart,1
81,2025-09-03,app_open,1
81,2025-09-14,app_open,1
81,2025-09-30,app_open,1
81,2025-10-17,app_open,1
81,2025-11-07,add_to_cart,1
82,2025-01-24,app_open,1
82,2025-02-23,add_to_cart,1
82,2025-02-28,view_product,1
82,2025-03-08,add_to_cart,1
82,2025-03-10,view_product,1
82,2025-03-16,app_open,1
82,2025-04-17,app_open,1
82,2025-07-02,view_product,1
82,2025-07-12,app_open,1
82,2025-07-20,add_to_cart,1
82,2025-07-31,view_product,1
82,2025-08-06,app_open,1
82,2025-08-09,view_product,1
82,2025-10-11,purchase,1
82,2025-11-07,add_to_cart,1
83,2025-01-23,view_product,1
83,2025-02-19,view_product,1
83,2025-03-24,app_open,1
83,2025-05-26,add_to_cart,1
83,2025-06-19,add_to_cart,1
83,2025-08-03,add_to_cart,1
83,2025-11-14,app_open,1
83,2025-11-18,view_product,1
84,2025-03-13,app_open,1
84,2025-04-02,app_open,1
84,2025-05-02,view_product,1
84,2025-05-05,app_open,1
84,2025-06-07,purchase,1
84,2025-07-09,app_open,1
84,2025-08-02,app_open,1
84,2025-09-17,app_open,1
84,2025-09-20,view_product,1
84,2025-10-15,view_product,1
85,2025-01-04,view_product,1
85,2025-02-02,app_open,1
85,2025-04-25,view_product,1
85,2025-06-20,add_to_cart,1
85,2025-07-16,app_open,1
85,2025-08-11,add_to_cart,1
85,2025-08-11,app_open,1
85,2025-08-16,app_open,1
85,2025-08-22,add_to_cart,1
85,2025-10-25,app_open,1
85,2025-11-27,app_open,1
85,2025-12-19,app_open,1
86,2025-04-15,view_product,1
86,2025-04-25,purchase,1
86,2025-06-10,purchase,1
86,2025-09-13,app_open,1
86,2025-09-24,purchase,1
86,2025-12-11,app_open,1
87,2025-02-07,view_product,1
87,2025-02-17,add_to_cart,1
87,2025-03-05,view_product,1
87,2025-03-23,purchase,1
87,2025-03-25,purchase,1
87,2025-05-06,add_to_cart,1
87,2025-05-09,app_open,1
87,2025-07-20,app_open,1
87,2025-09-04,view_product,1
87,2025-10-04,app_open,1
88,2025-02-03,app_open,1
88,2025-04-18,purchase,1
88,2025-05-31,app_open,1
88,2025-06-04,app_open,1
