user_id,registration_date,country,device_type,days_since_registration,user_segment
56,2025-10-08,Russia,Android,144,Android_Russia
57,2025-07-18,Belarus,Ios,226,Ios_Belarus
58,2025-08-11,Kazakhstan,Android,202,Android_Kazakhstan
59,2025-06-22,Belarus,Ios,252,Ios_Belarus
60,2025-11-05,Kazakhstan,Ios,116,Ios_Kazakhstan
61,2025-06-22,Russia,Android,252,Android_Russia
62,2025-03-03,Russia,Android,363,Android_Russia
63,2025-07-01,Russia,Ios,243,Ios_Russia
64,2025-11-23,Belarus,Android,98,Android_Belarus
65,2025-01-28,Belarus,Android,397,Android_Belarus
66,2025-01-01,Belarus,Android,424,Android_Belarus
67,2025-10-06,Kazakhstan,Ios,146,Ios_Kazakhstan
68,2025-10-15,Kazakhstan,Android,137,Android_Kazakhstan
69,2025-08-26,Kazakhstan,Android,187,Android_Kazakhstan
70,2025-11-27,Kazakhstan,Ios,94,Ios_Kazakhstan
71,2025-08-14,Kazakhstan,Android,199,Android_Kazakhstan
72,2025-05-31,Kazakhstan,Ios,274,Ios_Kazakhstan
73,2025-06-05,Russia,Android,269,Android_Russia
74,2025-12-01,Russia,Android,90,Android_Russia
75,2025-02-12,Kazakhstan,Ios,382,Ios_Kazakhstan
76,2025-11-20,Belarus,Android,101,Android_Belarus
77,2025-01-20,Russia,Ios,405,Ios_Russia
78,2025-02-07,Kazakhstan,Android,387,Android_Kazakhstan
79,2025-05-25,Kazakhstan,Ios,280,Ios_Kazakhstan
80,2025-03-15,Russia,Android,351,Android_Russia
81,2025-04-23,Russia,Android,312,Android_Russia
82,2025-03-03,Belarus,Ios,363,Ios_Belarus
83,2025-01-26,Russia,Android,399,Android_Russia
84,2025-06-04,Russia,Ios,270,Ios_Russia
85,2025-11-22,Belarus,Ios,99,Ios_Belarus
86,2025-05-22,Kazakhstan,Android,283,Android_Kazakhstan
87,2025-12-26,Russia,Ios,65,Ios_Russia
88,2025-08-28,Kazakhstan,Ios,185,Ios_Kazakhstan
89,2025-03-08,Kazakhstan,Ios,358,Ios_Kazakhstan
90,2025-02-17,Kazakhstan,Ios,377,Ios_Kazakhstan
91,2025-10-18,Belarus,Android,134,Android_Belarus
92,2025-05-06,Belarus,Ios,299,Ios_Belarus
93,2025-12-09,Russia,Ios,82,Ios_Russia
94,2025-04-08,Russia,Ios,327,Ios_Russia
95,2025-06-25,Kazakhstan,Ios,249,Ios_Kazakhstan
96,2025-07-28,Belarus,Ios,216,Ios_Belarus
97,2025-05-06,Kazakhstan,Android,299,Android_Kazakhstan
98,2025-10-22,Kazakhstan,Android,130,Android_Kazakhstan
99,2025-11-07,Belarus,Android,114,Android_Belarus
100,2025-12-24,Belarus,Android,67,Android_Belarus
101,2025-06-09,Russia,Ios,265,Ios_Russia
102,2025-12-05,Belarus,Android,86,Android_Belarus
103,2025-03-13,Russia,Android,353,Android_Russia
104,2025-10-21,Belarus,Ios,131,Ios_Belarus
105,2025-05-18,Russia,Android,287,Android_Russia
106,2025-02-28,Kazakhstan,Ios,366,Ios_Kazakhstan
107,2025-01-26,Russia,Ios,399,Ios_Russia
108,2025-06-03,Belarus,Android,271,Android_Belarus
109,2025-07-12,Kazakhstan,Android,232,Android_Kazakhstan
110,2025-11-27,Belarus,Android,94,Android_Belarus
111,2025-07-19,Kazakhstan,Android,225,Android_Kazakhstan
112,2025-02-26,Belarus,Android,368,Android_Belarus
113,2025-10-15,Russia,Ios,137,Ios_Russia
114,2025-11-04,Kazakhstan,Android,117,Android_Kazakhstan
115,2025-03-22,Belarus,Android,344,Android_Belarus
116,2025-10-12,Belarus,Ios,140,Ios_Belarus
117,2025-09-14,Belarus,Android,168,Android_Belarus
118,2025-11-28,Belarus,Ios,93,Ios_Belarus
119,2025-03-16,Kazakhstan,Ios,350,Ios_Kazakhstan
120,2025-01-31,Russia,Android,394,Android_Russia
121,2025-02-11,Russia,Android,383,Android_Russia
122,2025-04-01,Russia,Android,334,Android_Russia
123,2025-05-02,Kazakhstan,Android,303,Android_Kazakhstan
124,2025-11-12,Kazakhstan,Android,109,Android_Kazakhstan
125,2025-08-07,Kazakhstan,Ios,206,Ios_Kazakhstan
126,2025-10-24,Belarus,Ios,128,Ios_Belarus
127,2025-05-28,Belarus,Ios,277,Ios_Belarus
128,2025-11-21,Kazakhstan,Ios,100,Ios_Kazakhstan
129,2025-08-24,Russia,Android,189,Android_Russia
130,2025-07-19,Belarus,Ios,225,Ios_Belarus
131,2025-04-14,Russia,Ios,321,Ios_Russia
132,2025-06-01,Russia,Android,273,Android_Russia
133,2025-01-29,Belarus,Android,396,Android_Belarus
134,2025-02-10,Russia,Android,384,Android_Russia
135,2025-05-04,Belarus,Ios,301,Ios_Belarus
136,2025-09-03,Russia,Android,179,Android_Russia
137,2025-02-10,Belarus,Android,384,Android_Belarus
138,2025-05-30,Russia,Android,275,Android_Russia
139,2025-11-26,Belarus,Android,95,Android_Belarus
140,2025-03-16,Russia,Ios,350,Ios_Russia
141,2025-07-11,Belarus,Ios,233,Ios_Belarus
142,2025-10-10,Belarus,Android,142,Android_Belarus
143,2025-02-08,Russia,Android,386,Android_Russia
144,2025-03-02,Belarus,Ios,364,Ios_Belarus
145,2025-09-01,Belarus,Ios,181,Ios_Belarus
146,2025-10-28,Belarus,Android,124,Android_Belarus
147,2025-11-11,Belarus,Ios,110,Ios_Belarus
148,2025-01-19,Russia,Android,406,Android_Russia
149,2025-07-23,Russia,Ios,221,Ios_Russia
150,2025-10-13,Russia,Ios,139,Ios_Russia
151,2025-04-26,Kazakhstan,Android,309,Android_Kazakhstan
152,2025-08-26,Belarus,Ios,187,Ios_Belarus
153,2025-10-08,Belarus,Ios,144,Ios_Belarus
154,2025-01-16,Russia,Ios,409,Ios_Russia
155,2025-05-10,Kazakhstan,Ios,295,Ios_Kazakhstan
156,2025-08-19,Belarus,Android,194,Android_Belarus
157,2025-06-26,Belarus,Ios,248,Ios_Belarus
158,2025-03-05,Belarus,Ios,361,Ios_Belarus
159,2025-10-04,Russia,Android,148,Android_Russia
160,2025-02-19,Kazakhstan,Android,375,Android_Kazakhstan
161,2025-09-23,Russia,Android,159,Android_Russia
162,2025-07-14,Kazakhstan,Android,230,Android_Kazakhstan
163,2025-11-16,Kazakhstan,Android,105,Android_Kazakhstan
164,2025-04-22,Russia,Ios,313,Ios_Russia
165,2025-02-04,Russia,Android,390,Android_Russia
166,2025-12-12,Kazakhstan,Ios,79,Ios_Kazakhstan
167,2025-09-26,Russia,Android,156,Android_Russia
168,2025-06-20,Russia,Ios,254,Ios_Russia
169,2025-08-14,Belarus,Ios,199,Ios_Belarus
170,2025-04-26,Russia,Ios,309,Ios_Russia
171,2025-12-09,Belarus,Android,82,Android_Belarus
172,2025-05-28,Russia,Android,277,Android_Russia
173,2025-07-22,Kazakhstan,Android,222,Android_Kazakhstan
174,2025-06-18,Russia,Ios,256,Ios_Russia
175,2025-08-22,Russia,Ios,191,Ios_Russia
176,2025-12-15,Russia,Ios,76,Ios_Russia
177,2025-02-26,Belarus,Android,368,Android_Belarus
178,2025-02-20,Belarus,Ios,374,Ios_Belarus
179,2025-07-02,Belarus,Ios,242,Ios_Belarus
180,2025-06-04,Kazakhstan,Android,270,Android_Kazakhstan
181,2025-09-18,Kazakhstan,Ios,164,Ios_Kazakhstan
182,2025-11-20,Kazakhstan,Android,101,Android_Kazakhstan
183,2025-04-16,Russia,Android,319,Android_Russia
184,2025-01-08,Russia,Android,417,Android_Russia
185,2025-05-31,Belarus,Ios,274,Ios_Belarus
186,2025-11-20,Russia,Ios,101,Ios_Russia
187,2025-09-18,Russia,Android,164,Android_Russia
188,2025-02-15,Belarus,Ios,379,Ios_Belarus
189,2025-08-18,Russia,Ios,195,Ios_Russia
190,2025-01-27,Kazakhstan,Android,398,Android_Kazakhstan
191,2025-01-12,Kazakhstan,Android,413,Android_Kazakhstan
192,2025-12-22,Belarus,Android,69,Android_Belarus
193,2025-07-06,Belarus,Ios,238,Ios_Belarus
194,2025-08-17,Kazakhstan,Android,196,Android_Kazakhstan
195,2025-04-29,Russia,Ios,306,Ios_Russia
196,2025-08-12,Russia,Android,201,Android_Russia
197,2025-11-01,Russia,Ios,120,Ios_Russia
198,2025-07-01,Russia,Android,243,Android_Russia
199,2025-06-27,Russia,Android,247,Android_Russia
200,2025-01-25,Kazakhstan,Ios,400,Ios_Kazakhstan
201,2025-08-09,Russia,Android,204,Android_Russia
202,2025-09-28,Belarus,Android,154,Android_Belarus
203,2025-01-18,Kazakhstan,Android,407,Android_Kazakhstan
204,2025-03-30,Russia,Ios,336,Ios_Russia
205,2025-10-11,Belarus,Ios,141,Ios_Belarus
206,2025-03-01,Kazakhstan,Android,365,Android_Kazakhstan
207,2025-09-10,Kazakhstan,Android,172,Android_Kazakhstan
208,2025-05-13,Russia,Ios,292,Ios_Russia
209,2025-05-03,Belarus,Ios,302,Ios_Belarus
210,2025-08-12,Belarus,Ios,201,Ios_Belarus
211,2025-10-09,Belarus,Android,143,Android_Belarus
212,2025-08-13,Russia,Android,200,Android_Russia
213,2025-03-12,Belarus,Ios,354,Ios_Belarus
214,2025-10-28,Russia,Ios,124,Ios_Russia
215,2025-02-09,Russia,Ios,385,Ios_Russia
216,2025-12-11,Russia,Android,80,Android_Russia
217,2025-09-25,Kazakhstan,Android,157,Android_Kazakhstan
218,2025-10-21,Belarus,Ios,131,Ios_Belarus
219,2025-09-11,Kazakhstan,Ios,171,Ios_Kazakhstan
220,2025-07-01,Belarus,Ios,243,Ios_Belarus
221,2025-05-31,Kazakhstan,Android,274,Android_Kazakhstan
222,2025-06-05,Belarus,Android,269,Android_Belarus
223,2025-04-19,Kazakhstan,Android,316,Android_Kazakhstan
224,2025-07-14,Kazakhstan,Android,230,Android_Kazakhstan
225,2025-12-18,Russia,Ios,73,Ios_Russia
226,2025-04-16,Belarus,Android,319,Android_Belarus
227,2025-02-24,Kazakhstan,Android,370,Android_Kazakhstan
228,2025-05-30,Belarus,Android,275,Android_Belarus
229,2025-12-01,Belarus,Android,90,Android_Belarus
230,2025-04-04,Russia,Android,331,Android_Russia
231,2025-07-04,Belarus,Android,240,Android_Belarus
232,2025-02-23,Kazakhstan,Ios,371,Ios_Kazakhstan
233,2025-12-30,Russia,Ios,61,Ios_Russia
234,2025-04-01,Russia,Android,334,Android_Russia
235,2025-05-15,Kazakhstan,Ios,290,Ios_Kazakhstan
236,2025-09-22,Russia,Ios,160,Ios_Russia
237,2025-01-16,Russia,Ios,409,Ios_Russia
238,2025-01-17,Kazakhstan,Ios,408,Ios_Kazakhstan
239,2025-08-28,Russia,Ios,185,Ios_Russia
240,2025-10-06,Russia,Ios,146,Ios_Russia
241,2025-01-04,Russia,Ios,421,Ios_Russia
242,2025-07-02,Kazakhstan,Android,242,Android_Kazakhstan
243,2025-03-16,Kazakhstan,Android,350,Android_Kazakhstan
244,2025-09-08,Kazakhstan,Ios,174,Ios_Kazakhstan
245,2025-03-23,Kazakhstan,Android,343,Android_Kazakhstan
246,2025-01-16,Kazakhstan,Android,409,Android_Kazakhstan
247,2025-03-19,Belarus,Ios,347,Ios_Belarus
248,2025-04-14,Belarus,Android,321,Android_Belarus
249,2025-05-06,Russia,Ios,299,Ios_Russia
250,2025-09-05,Belarus,Android,177,Android_Belarus
251,2025-11-21,Russia,Android,100,Android_Russia
252,2025-09-19,Belarus,Ios,163,Ios_Belarus
253,2025-06-16,Kazakhstan,Ios,258,Ios_Kazakhstan
254,2025-05-15,Belarus,Android,290,Android_Belarus
255,2025-08-23,Kazakhstan,Ios,190,Ios_Kazakhstan
256,2025-03-08,Russia,Ios,358,Ios_Russia
257,2025-08-21,Kazakhstan,Android,192,Android_Kazakhstan
258,2025-01-24,Kazakhstan,Android,401,Android_Kazakhstan
259,2025-12-17,Kazakhstan,Ios,74,Ios_Kazakhstan
260,2025-10-22,Kazakhstan,Android,130,Android_Kazakhstan
261,2025-03-07,Kazakhstan,Android,359,Android_Kazakhstan
262,2025-05-03,Belarus,Android,302,Android_Belarus
263,2025-06-03,Belarus,Android,271,Android_Belarus
264,2025-04-24,Belarus,Ios,311,Ios_Belarus
265,2025-04-20,Belarus,Android,315,Android_Belarus
266,2025-06-19,Russia,Ios,255,Ios_Russia
267,2025-06-20,Russia,Ios,254,Ios_Russia
268,2025-09-22,Russia,Android,160,Android_Russia
269,2025-03-25,Kazakhstan,Android,341,Android_Kazakhstan
270,2025-05-02,Kazakhstan,Ios,303,Ios_Kazakhstan
271,2025-08-12,Russia,Android,201,Android_Russia
272,2025-09-20,Russia,Ios,162,Ios_Russia
273,2025-01-26,Kazakhstan,Ios,399,Ios_Kazakhstan
274,2025-10-17,Kazakhstan,Android,135,Android_Kazakhstan
275,2025-06-12,Belarus,Ios,262,Ios_Belarus
276,2025-01-01,Russia,Android,424,Android_Russia
277,2025-12-21,Kazakhstan,Android,70,Android_Kazakhstan
278,2025-10-25,Russia,Android,127,Android_Russia
279,2025-06-02,Kazakhstan,Ios,272,Ios_Kazakhstan
280,2025-05-15,Belarus,Android,290,Android_Belarus
281,2025-08-13,Kazakhstan,Android,200,Android_Kazakhstan
282,2025-08-16,Russia,Ios,197,Ios_Russia
283,2025-08-18,Belarus,Ios,195,Ios_Belarus
284,2025-07-22,Russia,Android,222,Android_Russia
285,2025-10-20,Kazakhstan,Ios,132,Ios_Kazakhstan
286,2025-05-12,Kazakhstan,Ios,293,Ios_Kazakhstan
287,2025-10-29,Belarus,Android,123,Android_Belarus
288,2025-01-02,Russia,Ios,423,Ios_Russia
289,2025-12-28,Russia,Android,63,Android_Russia
290,2025-05-21,Russia,Android,284,Android_Russia
291,2025-11-09,Kazakhstan,Android,112,Android_Kazakhstan
292,2025-10-14,Belarus,Ios,138,Ios_Belarus
293,2025-04-13,Kazakhstan,Ios,322,Ios_Kazakhstan
294,2025-06-16,Kazakhstan,Android,258,Android_Kazakhstan
295,2025-12-26,Russia,Ios,65,Ios_Russia
296,2025-12-24,Kazakhstan,Ios,67,Ios_Kazakhstan
297,2025-09-19,Russia,Android,163,Android_Russia
298,2025-07-29,Kazakhstan,Ios,215,Ios_Kazakhstan
299,2025-11-16,Kazakhstan,Ios,105,Ios_Kazakhstan
300,2025-07-28,Kazakhstan,Android,216,Android_Kazakhstan
301,2025-07-20,Kazakhstan,Ios,224,Ios_Kazakhstan
302,2025-09-28,Belarus,Android,154,Android_Belarus
303,2025-08-29,Kazakhstan,Android,184,Android_Kazakhstan
304,2025-11-23,Belarus,Ios,98,Ios_Belarus
305,2025-10-02,Russia,Android,150,Android_Russia
306,2025-12-16,Russia,Ios,75,Ios_Russia
307,2025-08-21,Belarus,Android,192,Android_Belarus
308,2025-06-05,Belarus,Android,269,Android_Belarus
309,2025-05-25,Russia,Ios,280,Ios_Russia
310,2025-10-28,Russia,Android,124,Android_Russia
311,2025-01-07,Belarus,Ios,418,Ios_Belarus
312,2025-01-30,Russia,Ios,395,Ios_Russia
313,2025-04-12,Belarus,Android,323,Android_Belarus
314,2025-06-29,Belarus,Ios,245,Ios_Belarus
315,2025-04-14,Russia,Android,321,Android_Russia
316,2025-04-13,Russia,Android,322,Android_Russia
317,2025-05-06,Russia,Android,299,Android_Russia
318,2025-05-22,Belarus,Android,283,Android_Belarus
319,2025-08-05,Kazakhstan,Android,208,Android_Kazakhstan
320,2025-10-30,Kazakhstan,Ios,122,Ios_Kazakhstan
321,2025-07-11,Russia,Android,233,Android_Russia
322,2025-03-05,Russia,Android,361,Android_Russia
323,2025-08-17,Russia,Android,196,Android_Russia
324,2025-05-12,Kazakhstan,Android,293,Android_Kazakhstan
325,2025-06-11,Kazakhstan,Ios,263,Ios_Kazakhstan
326,2025-05-31,Belarus,Ios,274,Ios_Belarus
327,2025-10-22,Kazakhstan,Android,130,Android_Kazakhstan
328,2025-02-12,Kazakhstan,Ios,382,Ios_Kazakhstan
329,2025-04-15,Kazakhstan,Android,320,Android_Kazakhstan
330,2025-06-20,Belarus,Ios,254,Ios_Belarus
331,2025-04-08,Kazakhstan,Android,327,Android_Kazakhstan
332,2025-09-13,Russia,Ios,169,Ios_Russia
333,2025-06-19,Kazakhstan,Android,255,Android_Kazakhstan
334,2025-06-08,Kazakhstan,Ios,266,Ios_Kazakhstan
335,2025-04-03,Russia,Android,332,Android_Russia
336,2025-07-29,Russia,Android,215,Android_Russia
337,2025-05-14,Russia,Android,291,Android_Russia
338,2025-08-01,Russia,Ios,212,Ios_Russia
339,2025-11-10,Belarus,Ios,111,Ios_Belarus
340,2025-11-18,Kazakhstan,Ios,103,Ios_Kazakhstan
341,2025-08-23,Belarus,Android,190,Android_Belarus
342,2025-05-05,Kazakhstan,Android,300,Android_Kazakhstan
343,2025-08-12,Belarus,Android,201,Android_Belarus
344,2025-05-14,Kazakhstan,Ios,291,Ios_Kazakhstan
345,2025-12-08,Russia,Ios,83,Ios_Russia
346,2025-05-28,Russia,Android,277,Android_Russia
347,2025-07-02,Russia,Android,242,Android_Russia
348,2025-04-28,Russia,Ios,307,Ios_Russia
349,2025-02-07,Russia,Ios,387,Ios_Russia
350,2025-03-07,Russia,Android,359,Android_Russia
351,2025-05-08,Belarus,Ios,297,Ios_Belarus
352,2025-02-24,Russia,Ios,370,Ios_Russia
353,2025-07-20,Kazakhstan,Ios,224,Ios_Kazakhstan
354,2025-07-21,Belarus,Ios,223,Ios_Belarus
355,2025-03-12,Belarus,Android,354,Android_Belarus
356,2025-06-02,Belarus,Ios,272,Ios_Belarus
357,2025-10-03,Kazakhstan,Android,149,Android_Kazakhstan
358,2025-05-02,Russia,Ios,303,Ios_Russia
359,2025-12-30,Russia,Android,61,Android_Russia
360,2025-07-14,Kazakhstan,Android,230,Android_Kazakhstan
361,2025-02-19,Russia,Android,375,Android_Russia
362,2025-01-22,Kazakhstan,Ios,403,Ios_Kazakhstan
363,2025-03-13,Russia,Android,353,Android_Russia
364,2025-08-29,Russia,Ios,184,Ios_Russia
365,2025-08-08,Russia,Ios,205,Ios_Russia
366,2025-12-05,Belarus,Android,86,Android_Belarus
367,2025-09-01,Russia,Ios,181,Ios_Russia
368,2025-11-09,Russia,Android,112,Android_Russia
369,2025-02-17,Kazakhstan,Ios,377,Ios_Kazakhstan
370,2025-06-30,Belarus,Android,244,Android_Belarus
371,2025-09-07,Kazakhstan,Android,175,Android_Kazakhstan
372,2025-07-28,Russia,Android,216,Android_Russia
373,2025-03-11,Russia,Android,355,Android_Russia
374,2025-04-20,Belarus,Ios,315,Ios_Belarus
375,2025-05-02,Russia,Android,303,Android_Russia
376,2025-08-13,Russia,Android,200,Android_Russia
377,2025-04-13,Belarus,Ios,322,Ios_Belarus
378,2025-12-31,Kazakhstan,Ios,60,Ios_Kazakhstan
379,2025-06-04,Russia,Ios,270,Ios_Russia
380,2025-04-26,Belarus,Android,309,Android_Belarus
381,2025-11-10,Belarus,Ios,111,Ios_Belarus
382,2025-04-20,Belarus,Ios,315,Ios_Belarus
383,2025-04-01,Belarus,Android,334,Android_Belarus
384,2025-06-01,Belarus,Ios,273,Ios_Belarus
385,2025-07-19,Belarus,Ios,225,Ios_Belarus
386,2025-10-31,Belarus,Android,121,Android_Belarus
387,2025-01-16,Belarus,Ios,409,Ios_Belarus
388,2025-11-04,Belarus,Android,117,Android_Belarus
389,2025-04-25,Kazakhstan,Android,310,Android_Kazakhstan
390,2025-11-03,Belarus,Android,118,Android_Belarus
391,2025-03-28,Kazakhstan,Android,338,Android_Kazakhstan
392,2025-12-11,Kazakhstan,Ios,80,Ios_Kazakhstan
393,2025-07-24,Kazakhstan,Ios,220,Ios_Kazakhstan
394,2025-03-09,Russia,Android,357,Android_Russia
395,2025-12-19,Russia,Android,72,Android_Russia
396,2025-02-06,Russia,Ios,388,Ios_Russia
397,2025-04-26,Kazakhstan,Android,309,Android_Kazakhstan
398,2025-06-30,Kazakhstan,Ios,244,Ios_Kazakhstan
399,2025-07-01,Kazakhstan,Android,243,Android_Kazakhstan
400,2025-03-19,Kazakhstan,Ios,347,Ios_Kazakhstan
401,2025-07-12,Russia,Android,232,Android_Russia
402,2025-09-18,Belarus,Android,164,Android_Belarus
403,2025-01-29,Belarus,Android,396,Android_Belarus
404,2025-09-22,Kazakhstan,Ios,160,Ios_Kazakhstan
405,2025-07-05,Russia,Ios,239,Ios_Russia
406,2025-10-30,Kazakhstan,Ios,122,Ios_Kazakhstan
407,2025-04-16,Kazakhstan,Ios,319,Ios_Kazakhstan
408,2025-01-15,Belarus,Android,410,Android_Belarus
409,2025-03-27,Russia,Ios,339,Ios_Russia
410,2025-08-13,Belarus,Ios,200,Ios_Belarus
411,2025-12-26,Kazakhstan,Android,65,Android_Kazakhstan
412,2025-03-26,Kazakhstan,Android,340,Android_Kazakhstan
413,2025-12-06,Belarus,Ios,85,Ios_Belarus
414,2025-01-02,Kazakhstan,Android,423,Android_Kazakhstan
415,2025-10-07,Belarus,Ios,145,Ios_Belarus
416,2025-05-07,Kazakhstan,Android,298,Android_Kazakhstan
417,2025-04-24,Russia,Android,311,Android_Russia
418,2025-02-10,Russia,Ios,384,Ios_Russia
419,2025-11-28,Russia,Android,93,Android_Russia
420,2025-09-08,Belarus,Android,174,Android_Belarus
421,2025-09-09,Belarus,Android,173,Android_Belarus
422,2025-11-25,Kazakhstan,Ios,96,Ios_Kazakhstan
423,2025-09-26,Belarus,Ios,156,Ios_Belarus
424,2025-03-23,Kazakhstan,Ios,343,Ios_Kazakhstan
425,2025-06-09,Russia,Ios,265,Ios_Russia
426,2025-12-15,Russia,Ios,76,Ios_Russia
427,2025-12-19,Kazakhstan,Android,72,Android_Kazakhstan
428,2025-09-29,Russia,Ios,153,Ios_Russia
429,2025-06-23,Belarus,Android,251,Android_Belarus
430,2025-06-04,Kazakhstan,Android,270,Android_Kazakhstan
431,2025-04-11,Belarus,Ios,324,Ios_Belarus
432,2025-11-02,Kazakhstan,Ios,119,Ios_Kazakhstan
433,2025-09-17,Russia,Android,165,Android_Russia
434,2025-01-12,Belarus,Android,413,Android_Belarus
435,2025-09-13,Russia,Ios,169,Ios_Russia
436,2025-12-13,Russia,Android,78,Android_Russia
437,2025-01-17,Russia,Ios,408,Ios_Russia
438,2025-01-31,Belarus,Android,394,Android_Belarus
439,2025-06-24,Kazakhstan,Android,250,Android_Kazakhstan
440,2025-05-30,Kazakhstan,Android,275,Android_Kazakhstan
441,2025-09-27,Kazakhstan,Android,155,Android_Kazakhstan
442,2025-06-11,Russia,Android,263,Android_Russia
443,2025-06-18,Russia,Android,256,Android_Russia
444,2025-06-09,Kazakhstan,Android,265,Android_Kazakhstan
445,2025-08-13,Belarus,Ios,200,Ios_Belarus
446,2025-01-16,Belarus,Ios,409,Ios_Belarus
447,2025-03-11,Belarus,Ios,355,Ios_Belarus
448,2025-04-04,Russia,Android,331,Android_Russia
449,2025-11-27,Kazakhstan,Android,94,Android_Kazakhstan
450,2025-08-13,Kazakhstan,Ios,200,Ios_Kazakhstan
451,2025-06-13,Belarus,Ios,261,Ios_Belarus
452,2025-11-30,Kazakhstan,Android,91,Android_Kazakhstan
453,2025-08-29,Kazakhstan,Ios,184,Ios_Kazakhstan
454,2025-07-28,Russia,Android,216,Android_Russia
455,2025-03-07,Kazakhstan,Ios,359,Ios_Kazakhstan
456,2025-12-12,Belarus,Android,79,Android_Belarus
457,2025-03-19,Belarus,Ios,347,Ios_Belarus
458,2025-10-21,Russia,Ios,131,Ios_Russia
459,2025-05-01,Belarus,Ios,304,Ios_Belarus
460,2025-11-14,Russia,Android,107,Android_Russia
461,2025-08-19,Belarus,Android,194,Android_Belarus
462,2025-03-13,Belarus,Android,353,Android_Belarus
463,2025-04-30,Russia,Android,305,Android_Russia
464,2025-03-02,Russia,Ios,364,Ios_Russia
465,2025-10-24,Kazakhstan,Android,128,Android_Kazakhstan
466,2025-07-07,Kazakhstan,Ios,237,Ios_Kazakhstan
467,2025-07-11,Belarus,Ios,233,Ios_Belarus
468,2025-06-11,Russia,Android,263,Android_Russia
469,2025-12-24,Kazakhstan,Ios,67,Ios_Kazakhstan
470,2025-01-20,Russia,Android,405,Android_Russia
471,2025-12-29,Russia,Android,62,Android_Russia
472,2025-12-14,Belarus,Ios,77,Ios_Belarus
473,2025-09-10,Kazakhstan,Android,172,Android_Kazakhstan
474,2025-06-29,Belarus,Ios,245,Ios_Belarus
475,2025-06-18,Kazakhstan,Android,256,Android_Kazakhstan
476,2025-02-15,Belarus,Ios,379,Ios_Belarus
477,2025-03-19,Russia,Android,347,Android_Russia
