event_id,user_id,event_type,product_id,event_time,session_id,experiment_group
111,4340,app_open,134,2025-10-26,14664,B
112,1766,view_product,88,2025-02-04,1876,B
113,2815,view_product,29,2025-06-12,10222,A
114,2123,app_open,185,2025-08-24,15963,B
115,459,app_open,40,2025-09-12,13619,B
116,4320,add_to_cart,98,2025-11-22,15872,A
117,2535,view_product,6,2025-04-10,16962,A
118,58,app_open,164,2025-09-16,4296,B
119,2367,app_open,169,2025-01-10,5645,A
120,947,add_to_cart,190,2025-08-10,18961,B
121,1891,add_to_cart,11,2025-11-16,3801,B
122,3791,add_to_cart,105,2025-04-20,16936,B
123,3834,app_open,75,2025-12-20,13268,A
124,2503,add_to_cart,121,2025-06-23,17912,A
125,118,add_to_cart,65,2025-04-22,8140,B
126,1928,app_open,168,2025-05-13,18949,B
127,3128,view_product,121,2025-12-04,13584,A
128,4692,app_open,139,2025-08-04,8567,A
129,3098,add_to_cart,128,2025-08-01,9358,A
130,2151,app_open,147,2025-12-28,19550,B
131,3849,view_product,155,2025-10-11,19279,B
132,610,app_open,66,2025-06-03,14344,A
133,39,view_product,115,2025-05-18,12950,A
134,2966,add_to_cart,107,2025-03-31,9221,B
135,3395,view_product,77,2025-04-06,18924,A
136,4006,app_open,161,2025-07-26,11738,B
137,1253,app_open,56,2025-03-29,16593,A
138,1431,app_open,138,2025-03-31,5879,B
139,4434,add_to_cart,118,2025-08-13,7755,A
140,1532,view_product,125,2025-10-31,10740,A
141,2256,add_to_cart,186,2025-12-27,2509,B
142,30,app_open,15,2025-05-23,9978,A
143,3173,add_to_cart,167,2025-07-04,7728,B
144,1973,view_product,192,2025-02-08,1890,B
145,920,view_product,148,2025-08-01,11596,B
146,3104,app_open,61,2025-03-10,1531,A
147,2658,view_product,163,2025-12-30,10135,B
148,2071,app_open,98,2025-11-12,5804,B
149,1297,app_open,8,2025-01-18,16124,B
150,2265,app_open,131,2025-08-10,11432,A
151,2870,app_open,80,2025-03-25,4541,B
152,4061,app_open,150,2025-09-27,9025,A
153,203,app_open,5,2025-09-29,18449,B
154,2632,app_open,179,2025-11-09,8107,A
155,1350,purchase,67,2025-09-15,1627,A
156,1649,add_to_cart,5,2025-07-14,6010,B
157,921,view_product,103,2025-06-24,7617,B
158,443,view_product,3,2025-02-05,11350,A
159,4783,view_product,56,2025-02-21,13601,B
160,914,view_product,64,2025-12-24,10131,A
161,4102,app_open,55,2025-01-04,6417,B
162,627,add_to_cart,59,2025-08-26,8212,B
163,3975,app_open,113,2025-07-26,6366,A
164,1540,app_open,146,2025-06-30,17798,A
165,2606,app_open,80,2025-01-16,14368,B
166,3786,view_product,161,2025-03-11,11285,A
167,3779,app_open,131,2025-02-03,19129,A
168,784,purchase,14,2025-07-10,18272,B
169,4174,app_open,79,2025-02-04,7041,B
170,1890,app_open,196,2025-12-16,2136,A
171,3679,app_open,63,2025-03-21,17056,A
172,1655,view_product,11,2025-10-25,5585,A
173,3665,add_to_cart,190,2025-06-22,4861,B
174,4914,app_open,43,2025-04-05,16735,A
175,635,view_product,47,2025-12-07,4634,A
176,882,view_product,127,2025-03-22,16782,B
177,2878,view_product,46,2025-01-15,6748,A
178,619,view_product,106,2025-02-18,5950,B
179,590,view_product,63,2025-12-21,7618,A
180,426,view_product,77,2025-06-25,13448,A
181,4114,add_to_cart,52,2025-04-30,11088,B
182,1676,add_to_cart,131,2025-01-19,15410,B
183,816,add_to_cart,30,2025-05-22,6124,A
184,1227,view_product,14,2025-02-06,15340,B
185,2326,app_open,144,2025-06-20,2287,B
186,4105,app_open,101,2025-11-23,11859,B
187,2322,view_product,59,2025-03-01,1494,A
188,3185,app_open,151,2025-11-05,3248,A
189,334,add_to_cart,157,2025-08-08,1487,A
190,2407,app_open,35,2025-10-23,13094,B
191,4192,app_open,29,2025-03-31,14802,B
192,1688,view_product,72,2025-08-05,19208,B
193,4778,view_product,47,2025-12-17,8661,B
194,2226,app_open,48,2025-03-29,5451,A
195,3566,app_open,187,2025-06-26,14071,A
196,4342,view_product,164,2025-07-30,112,A
197,2586,add_to_cart,118,2025-06-28,18005,B
198,1668,app_open,195,2025-10-03,19041,B
199,3572,add_to_cart,142,2025-04-22,13174,A
200,1550,purchase,180,2025-07-22,9759,A
201,1662,app_open,133,2025-04-02,12975,B
202,967,app_open,92,2025-02-25,7348,B
203,2614,purchase,17,2025-01-21,11996,A
204,1146,add_to_cart,31,2025-04-07,19707,A
205,329,add_to_cart,71,2025-07-21,9870,A
206,54,app_open,119,2025-05-27,7226,A
207,2114,add_to_cart,25,2025-08-08,7168,B
208,1334,app_open,159,2025-03-13,961,B
209,4934,app_open,48,2025-01-17,15926,A
210,3397,app_open,144,2025-05-28,8166,B
211,4950,app_open,86,2025-02-09,2928,A
212,4548,view_product,125,2025-09-28,16390,B
213,3037,app_open,134,2025-06-07,17874,A
214,2870,view_product,126,2025-07-18,7712,A
215,4204,view_product,19,2025-03-11,8412,A
216,1269,app_open,114,2025-10-11,3296,A
217,1813,purchase,111,2025-01-27,19524,B
218,36,view_product,117,2025-04-19,5873,A
219,4403,app_open,96,2025-04-11,13876,B
220,526,view_product,73,2025-12-25,16563,B
221,1143,add_to_cart,30,2025-05-16,12534,A
222,704,app_open,15,2025-08-04,1176,B
223,687,app_open,90,2025-12-27,17986,B
224,4558,app_open,67,2025-02-24,16442,A
225,1495,purchase,12,2025-11-14,13761,B
226,2755,add_to_cart,71,2025-08-02,10867,A
227,3653,app_open,168,2025-02-24,8192,A
228,1988,app_open,25,2025-09-12,15924,A
229,4668,app_open,159,2025-03-04,18124,B
230,1185,app_open,198,2025-03-20,5455,B
231,3122,view_product,24,2025-11-13,5349,B
232,4659,view_product,172,2025-04-15,4221,A
233,4683,view_product,169,2025-04-13,6639,B
234,4981,app_open,182,2025-06-27,16424,A
235,2238,purchase,139,2025-02-08,18173,A
236,990,purchase,99,2025-11-02,11541,B
237,1365,view_product,104,2025-04-26,2773,A
238,1013,app_open,51,2025-01-30,10693,B
239,2064,view_product,7,2025-08-12,18970,A
240,3896,view_product,33,2025-10-26,721,A
241,247,add_to_cart,182,2025-04-29,10202,A
242,2994,app_open,35,2025-06-10,10040,A
243,2932,view_product,7,2025-12-16,14728,B
244,1472,app_open,69,2025-06-07,19999,B
245,1024,view_product,41,2025-04-04,3805,A
246,1223,view_product,99,2025-09-03,6928,B
247,853,app_open,46,2025-02-02,1388,A
248,1879,add_to_cart,61,2025-11-04,4896,A
249,3430,purchase,145,2025-06-07,12950,A
250,3368,purchase,110,2025-04-30,1395,B
251,2705,view_product,190,2025-03-24,5379,A
252,2562,view_product,127,2025-02-10,5742,B
253,727,add_to_cart,146,2025-06-28,12426,A
254,3581,view_product,93,2025-08-11,10849,A
255,2067,add_to_cart,177,2025-12-02,13508,A
256,3327,app_open,122,2025-02-24,12581,A
257,499,view_product,83,2025-01-01,3874,B
258,4737,view_product,104,2025-03-18,3104,A
259,2697,add_to_cart,2,2025-03-24,16537,A
260,1475,add_to_cart,170,2025-07-05,8705,A
261,386,view_product,37,2025-03-23,12737,A
262,152,add_to_cart,197,2025-11-03,17961,A
263,2041,app_open,127,2025-02-17,3977,B
264,2548,add_to_cart,106,2025-11-12,16968,A
265,3332,view_product,53,2025-02-26,11798,A
266,4834,app_open,7,2025-06-21,19968,B
267,263,app_open,118,2025-07-20,18013,B
268,102,app_open,43,2025-11-27,17635,B
269,2943,view_product,86,2025-01-08,15146,B
270,2128,app_open,115,2025-09-05,5938,B
271,3878,app_open,159,2025-07-12,1700,B
272,3754,purchase,21,2025-10-17,1970,B
273,2086,view_product,91,2025-12-05,10925,B
274,1520,view_product,77,2025-01-29,13165,A
275,1118,purchase,53,2025-03-29,9856,A
276,1817,view_product,34,2025-07-07,13233,B
277,1131,view_product,10,2025-06-30,7355,B
278,1754,purchase,92,2025-03-26,15763,A
279,3866,app_open,14,2025-08-16,1595,A
280,104,purchase,49,2025-12-27,2437,B
281,869,view_product,54,2025-03-11,6709,A
282,3344,app_open,170,2025-01-11,2996,B
283,1744,view_product,198,2025-01-14,4153,B
284,4019,app_open,113,2025-10-05,3656,A
285,2319,add_to_cart,93,2025-06-26,10632,A
286,3474,view_product,146,2025-08-27,11962,B
287,39,view_product,200,2025-12-24,7847,B
288,96,app_open,22,2025-02-04,6041,B
289,2350,app_open,196,2025-02-15,4988,A
290,3263,add_to_cart,106,2025-08-22,7855,A
291,4496,app_open,160,2025-02-06,19433,A
292,366,view_product,80,2025-07-04,140,B
293,300,purchase,44,2025-09-01,11820,B
294,2403,purchase,89,2025-08-12,1170,B
295,1700,app_open,41,2025-04-10,15289,A
296,960,app_open,48,2025-08-06,14793,B
297,216,purchase,122,2025-02-06,4547,B
298,176,app_open,188,2025-11-04,6313,B
299,124,view_product,60,2025-10-07,346,B
300,2650,add_to_cart,76,2025-06-23,1294,B
301,1890,add_to_cart,18,2025-05-10,15131,B
302,4382,add_to_cart,88,2025-04-13,13721,B
303,3900,add_to_cart,97,2025-08-11,12037,B
304,4796,app_open,18,2025-05-11,10353,B
305,3510,app_open,185,2025-01-15,2584,A
306,460,app_open,120,2025-04-01,15308,B
307,4019,app_open,153,2025-06-17,10726,B
308,3958,view_product,62,2025-02-08,7295,A
309,301,view_product,5,2025-02-12,15985,B
310,2562,add_to_cart,165,2025-07-10,1814,A
311,2883,app_open,111,2025-07-30,18430,B
312,483,app_open,148,2025-01-18,2649,A
313,195,purchase,166,2025-11-17,5029,A
314,1713,add_to_cart,156,2025-05-19,11763,A
315,3291,app_open,55,2025-08-09,9380,A
316,4278,app_open,166,2025-08-25,2311,A
317,3408,app_open,7,2025-12-01,174,B
318,671,app_open,48,2025-04-11,12319,A
319,4729,add_to_cart,173,2025-02-13,650,B
320,1356,add_to_cart,82,2025-10-28,9448,A
321,2200,add_to_cart,60,2025-05-18,3103,B
322,2376,app_open,1,2025-06-11,11302,B
323,494,purchase,44,2025-12-09,1495,B
324,2916,app_open,96,2025-08-04,6904,B
325,2003,purchase,67,2025-05-27,7274,B
326,2489,app_open,137,2025-04-03,2312,B
327,1651,app_open,198,2025-01-06,6306,A
328,4103,add_to_cart,44,2025-02-27,7745,B
329,2183,add_to_cart,136,2025-04-16,15503,B
330,3535,view_product,120,2025-07-29,7873,B
331,2154,add_to_cart,132,2025-06-25,15748,B
332,4373,app_open,117,2025-07-15,13476,A
333,1421,app_open,157,2025-09-08,6119,A
334,3161,app_open,100,2025-08-25,16074,A
335,3986,app_open,136,2025-01-20,1746,B
336,4443,view_product,150,2025-01-12,10997,B
337,3531,add_to_cart,64,2025-04-05,6962,B
338,1576,app_open,103,2025-05-20,14246,B
339,3880,app_open,4,2025-11-09,15710,B
340,1319,view_product,73,2025-05-05,16907,A
341,2082,purchase,32,2025-07-18,19817,B
342,4323,add_to_cart,8,2025-09-10,6066,A
343,4436,app_open,193,2025-09-13,16179,B
344,4400,purchase,62,2025-02-18,526,A
345,3250,app_open,81,2025-12-12,5297,B
346,4236,add_to_cart,184,2025-02-26,8880,B
347,752,add_to_cart,127,2025-05-01,3066,A
348,3783,view_product,128,2025-04-09,937,A
349,490,app_open,177,2025-06-25,16782,B
350,1532,view_product,120,2025-10-03,1267,A
351,4550,app_open,10,2025-11-07,282,B
352,2089,app_open,165,2025-12-04,7131,B
353,2057,add_to_cart,114,2025-11-20,284,A
354,3024,view_product,181,2025-09-05,12270,B
355,2097,view_product,114,2025-01-02,11473,B
356,1550,add_to_cart,161,2025-06-06,9496,B
357,1004,app_open,158,2025-06-08,12352,B
358,661,add_to_cart,159,2025-02-06,7056,B
359,797,purchase,78,2025-08-30,19485,B
360,2114,app_open,152,2025-10-20,3680,A
361,1235,app_open,59,2025-12-01,14531,B
362,929,app_open,60,2025-03-31,6009,B
363,2447,app_open,101,2025-11-15,13200,B
364,1430,view_product,74,2025-03-19,5043,B
365,4445,app_open,7,2025-06-11,12401,B
366,4593,add_to_cart,50,2025-11-26,12038,A
367,2865,view_product,73,2025-04-17,11934,A
368,1130,app_open,11,2025-12-08,18534,B
369,3056,purchase,3,2025-11-05,15286,A
370,3865,app_open,58,2025-01-28,5620,B
371,4124,add_to_cart,100,2025-12-28,9234,A
372,216,view_product,140,2025-10-19,619,B
373,3622,app_open,30,2025-06-17,4643,A
374,548,app_open,48,2025-02-16,14951,A
375,4914,add_to_cart,56,2025-09-17,2855,A
376,4009,app_open,74,2025-07-22,8897,A
377,2879,app_open,88,2025-05-31,19345,B
378,3999,app_open,114,2025-02-04,12069,B
379,659,add_to_cart,176,2025-10-12,16073,B
380,102,view_product,160,2025-03-20,12695,B
381,3882,view_product,186,2025-01-02,8727,A
382,224,view_product,132,2025-08-14,9672,B
383,3697,app_open,97,2025-04-19,1799,A
384,2464,purchase,23,2025-04-03,11023,A
385,857,view_product,27,2025-12-09,1209,A
386,4646,view_product,102,2025-10-20,2167,A
387,2312,purchase,168,2025-09-20,7344,B
388,1415,app_open,145,2025-10-05,19040,B
389,709,app_open,49,2025-05-30,3043,B
390,3926,app_open,165,2025-06-07,18575,B
391,1392,add_to_cart,23,2025-04-03,312,B
392,3914,view_product,143,2025-02-10,5045,B
393,1586,purchase,65,2025-04-07,8998,A
394,3015,add_to_cart,167,2025-02-14,4769,A
395,575,purchase,45,2025-02-05,14952,B
396,4997,view_product,34,2025-06-13,7182,B
397,4409,app_open,182,2025-05-13,15924,A
398,594,app_open,8,2025-09-21,10199,A
399,4512,view_product,90,2025-05-06,14940,A
400,3081,view_product,151,2025-10-08,6106,A
401,3386,add_to_cart,49,2025-09-07,17611,B
402,361,app_open,33,2025-08-02,4749,A
403,4244,view_product,106,2025-04-26,8606,A
404,2911,view_product,157,2025-06-08,1680,A
405,4838,add_to_cart,120,2025-02-08,13524,B
406,156,view_product,8,2025-07-07,14908,B
407,105,view_product,79,2025-06-27,4374,A
408,3498,purchase,113,2025-06-28,3862,A
409,2639,view_product,84,2025-01-18,3867,A
410,1796,view_product,45,2025-11-15,10850,B
411,1187,add_to_cart,65,2025-07-28,19598,A
412,4661,app_open,43,2025-01-27,12239,B
413,1205,app_open,77,2025-03-07,14225,B
414,4427,purchase,148,2025-01-08,11864,B
415,4949,app_open,151,2025-10-22,3729,A
416,1982,view_product,157,2025-01-02,12662,B
417,2196,view_product,66,2025-05-08,13165,B
418,218,view_product,96,2025-05-18,13655,A
419,714,view_product,33,2025-07-01,15207,B
420,2969,add_to_cart,102,2025-07-19,12581,B
421,4536,add_to_cart,18,2025-10-01,3513,B
422,3526,purchase,160,2025-07-29,9737,B
423,1146,app_open,47,2025-06-22,9802,B
424,4875,view_product,178,2025-12-14,11831,A
425,2251,view_product,185,2025-06-29,7703,B
426,4767,add_to_cart,95,2025-11-21,14728,B
427,3386,view_product,91,2025-11-25,19265,B
428,4988,add_to_cart,185,2025-06-01,12809,B
429,3810,add_to_cart,102,2025-01-23,10299,B
430,4851,view_product,63,2025-09-08,16068,A
431,4508,view_product,46,2025-02-21,8618,B
432,3794,app_open,13,2025-05-06,17143,A
433,1154,view_product,105,2025-10-15,7252,B
434,1220,app_open,122,2025-02-22,3826,A
435,2890,add_to_cart,140,2025-09-06,16717,B
436,3898,view_product,119,2025-02-07,8803,B
437,1960,app_open,176,2025-09-05,8956,A
438,2341,app_open,119,2025-08-04,18048,B
439,948,view_product,40,2025-08-09,12399,B
440,2619,add_to_cart,133,2025-01-23,18859,A
441,3085,app_open,140,2025-12-14,8441,B
442,151,app_open,82,2025-02-04,8761,B
443,1417,app_open,46,2025-10-26,12792,B
444,866,app_open,47,2025-10-17,19879,A
445,3037,add_to_cart,195,2025-10-01,19549,A
446,544,purchase,164,2025-05-14,5290,B
447,2653,view_product,100,2025-01-30,11397,A
448,4825,view_product,45,2025-10-15,11920,A
449,4546,view_product,165,2025-01-25,7010,B
450,3370,view_product,59,2025-11-19,18197,B
451,2942,app_open,2,2025-12-30,17624,B
452,718,app_open,1,2025-10-06,13414,A
453,1373,app_open,7,2025-09-09,8473,B
454,369,add_to_cart,172,2025-03-21,10818,A
455,2114,purchase,65,2025-07-02,14147,A
456,4688,view_product,10,2025-01-21,864,A
457,4323,view_product,71,2025-10-27,13213,B
458,2118,app_open,151,2025-01-22,8698,B
459,2170,app_open,196,2025-05-02,3391,A
460,660,view_product,149,2025-11-03,3919,B
461,3505,app_open,142,2025-06-18,5373,B
462,1341,purchase,15,2025-08-15,16484,B
463,246,app_open,124,2025-07-27,12035,A
464,468,add_to_cart,74,2025-06-10,11440,A
465,2596,app_open,118,2025-07-18,3169,A
466,2398,view_product,74,2025-11-06,6047,A
467,3597,app_open,42,2025-08-21,11143,B
468,84,app_open,184,2025-08-02,7879,B
469,4074,app_open,180,2025-10-02,6096,B
470,3114,view_product,6,2025-02-02,465,A
471,1101,app_open,176,2025-04-07,10547,B
472,4229,app_open,190,2025-08-08,7740,A
473,3321,purchase,193,2025-09-30,17161,B
474,510,add_to_cart,168,2025-01-03,14004,A
475,4767,view_product,159,2025-02-05,12967,B
476,3071,view_product,25,2025-08-07,4725,B
477,3829,app_open,123,2025-07-03,7453,B
478,2598,app_open,90,2025-04-24,1874,B
479,2289,add_to_cart,49,2025-12-28,15448,B
480,4182,view_product,65,2025-05-06,3143,A
481,584,view_product,149,2025-08-13,8958,B
482,4054,app_open,65,2025-03-27,252,A
483,2033,add_to_cart,129,2025-12-01,10367,B
484,4826,view_product,134,2025-10-16,4006,B
485,875,view_product,76,2025-01-21,2258,A
486,231,view_product,43,2025-02-12,2987,A
487,2284,app_open,12,2025-06-25,8874,A
488,2729,add_to_cart,115,2025-07-29,554,B
489,1744,view_product,134,2025-02-28,12099,B
490,1877,app_open,95,2025-10-11,8442,B
491,547,view_product,138,2025-05-12,19304,A
492,3747,add_to_cart,119,2025-04-06,13781,A
493,1604,add_to_cart,126,2025-03-06,4630,A
494,2490,view_product,197,2025-03-14,112,A
495,2232,purchase,70,2025-07-23,3664,A
496,415,app_open,73,2025-08-16,3477,A
497,1201,app_open,82,2025-11-30,6006,A
498,665,view_product,175,2025-08-22,18968,A
499,2773,view_product,189,2025-01-16,18940,A
500,3532,view_product,97,2025-06-11,11523,A
501,3730,view_product,138,2025-06-09,3346,A
502,2618,app_open,172,2025-01-13,6511,A
503,4260,app_open,143,2025-11-30,8407,B
504,1498,add_to_cart,64,2025-05-29,7291,B
505,3058,add_to_cart,147,2025-01-21,10514,A
506,4507,app_open,63,2025-11-16,10656,A
507,4534,app_open,81,2025-07-14,9615,A
508,4045,app_open,96,2025-05-27,12982,A
509,2992,add_to_cart,165,2025-11-22,15854,A
510,1217,purchase,106,2025-05-02,4235,B
511,2195,purchase,68,2025-05-17,7777,A
512,3261,app_open,126,2025-04-10,11918,B
513,973,view_product,157,2025-11-24,13118,B
514,4601,view_product,148,2025-09-09,19213,A
515,2672,view_product,139,2025-11-28,2903,B
516,4449,app_open,8,2025-08-09,16235,B
517,2716,add_to_cart,146,2025-01-07,18136,A
518,3769,add_to_cart,174,2025-05-19,8363,A
519,853,app_open,46,2025-08-20,13976,B
520,4186,app_open,5,2025-07-29,12842,B
521,1599,view_product,178,2025-09-26,13097,B
522,4048,view_product,1,2025-11-06,14704,B
523,1908,view_product,100,2025-10-15,953,B
524,1978,app_open,70,2025-04-28,12130,A
525,3967,app_open,67,2025-09-25,8262,B
526,1440,view_product,24,2025-04-17,18459,A
527,577,view_product,143,2025-08-06,18496,B
528,3051,app_open,184,2025-02-17,588,A
529,1238,view_product,40,2025-07-02,16739,B
530,2415,view_product,135,2025-08-15,19767,A
531,3976,add_to_cart,139,2025-02-27,11589,B
532,177,purchase,49,2025-01-03,10182,B
533,3999,view_product,115,2025-10-12,14549,A
534,4271,add_to_cart,33,2025-08-18,960,A
535,3613,add_to_cart,104,2025-04-04,3832,A
536,1860,app_open,55,2025-08-19,11742,A
537,3664,app_open,176,2025-10-29,11285,A
538,3921,add_to_cart,24,2025-04-23,3487,B
539,3661,purchase,179,2025-11-28,3157,A
540,4850,view_product,76,2025-08-25,2468,A
541,2400,view_product,182,2025-02-21,7623,B
542,4212,app_open,37,2025-06-09,19473,B
543,3017,view_product,132,2025-02-04,1485,A
544,3131,purchase,183,2025-09-06,13878,B
545,1994,add_to_cart,40,2025-09-20,18801,A
546,4043,view_product,26,2025-08-12,11741,A
547,87,view_product,31,2025-02-07,2985,A
548,523,app_open,62,2025-12-11,13445,A
549,301,view_product,168,2025-09-29,19302,B
550,399,add_to_cart,112,2025-10-10,15670,B
551,1477,view_product,135,2025-12-07,4851,A
552,1472,app_open,182,2025-05-12,5620,B
553,1166,app_open,176,2025-01-31,14254,A
554,3269,add_to_cart,174,2025-09-26,5795,B
555,4013,view_product,109,2025-12-18,891,B
556,609,app_open,5,2025-02-06,7745,A
557,3675,app_open,189,2025-07-25,10732,A
558,4017,app_open,89,2025-12-06,19039,B
559,682,add_to_cart,104,2025-03-30,17805,A
560,4506,add_to_cart,47,2025-05-13,11236,B
561,1985,app_open,75,2025-10-02,6194,A
562,544,purchase,10,2025-01-13,7110,A
563,4360,app_open,126,2025-06-18,18871,A
564,2574,view_product,133,2025-03-08,19173,B
565,2538,add_to_cart,134,2025-04-09,14284,B
566,2921,app_open,155,2025-11-04,7689,B
567,217,app_open,42,2025-08-11,13479,B
568,4603,add_to_cart,97,2025-08-01,14263,B
569,2592,app_open,189,2025-11-05,10578,A
570,758,view_product,125,2025-04-09,8305,B
571,4059,view_product,189,2025-06-14,2288,B
572,4888,app_open,69,2025-11-01,15400,A
573,4786,add_to_cart,68,2025-12-21,4091,A
574,4218,app_open,116,2025-08-28,10275,B
575,1769,add_to_cart,9,2025-10-16,19179,B
576,1445,view_product,8,2025-09-17,13038,A
577,4745,app_open,200,2025-05-01,2234,B
578,237,app_open,61,2025-04-16,11734,B
579,4059,app_open,3,2025-04-23,1284,B
580,738,view_product,159,2025-02-12,12498,A
581,3905,app_open,67,2025-11-05,14714,B
582,2829,add_to_cart,139,2025-11-20,15774,A
583,458,add_to_cart,65,2025-05-25,4852,B
584,4882,app_open,177,2025-03-06,3646,B
585,2155,app_open,118,2025-03-08,9211,B
586,1868,view_product,47,2025-11-28,18296,A
587,4893,add_to_cart,194,2025-07-10,5544,A
588,3019,app_open,191,2025-07-25,8855,A
589,2111,add_to_cart,28,2025-11-29,11317,A
590,3027,purchase,131,2025-09-07,4555,A
591,4659,add_to_cart,88,2025-11-28,2483,A
592,4642,purchase,66,2025-05-16,17811,A
593,2296,add_to_cart,95,2025-09-18,9446,A
594,4939,app_open,85,2025-01-30,3101,A
595,4557,view_product,7,2025-06-29,13133,B
