user_id,registration_date,country,device_type,days_since_registration,user_segment,is_active,orders_count,segment
51,2025-06-18,Russia,Ios,256,Ios_Russia,1,0.0,Ios_Russia
52,2025-11-11,Kazakhstan,Android,110,Android_Kazakhstan,1,2.0,Android_Kazakhstan
53,2025-10-22,Russia,Ios,130,Ios_Russia,1,1.0,Ios_Russia
54,2025-07-04,Kazakhstan,Ios,240,Ios_Kazakhstan,1,1.0,Ios_Kazakhstan
55,2025-09-11,Russia,Android,171,Android_Russia,1,0.0,Android_Russia
56,2025-01-27,Belarus,Android,398,Android_Belarus,1,4.0,Android_Belarus
57,2025-07-02,Russia,Ios,242,Ios_Russia,1,0.0,Ios_Russia
58,2025-01-05,Russia,Ios,420,Ios_Russia,1,2.0,Ios_Russia
59,2025-02-13,Belarus,Android,381,Android_Belarus,1,2.0,Android_Belarus
60,2025-07-28,Kazakhstan,Android,216,Android_Kazakhstan,1,2.0,Android_Kazakhstan
61,2025-12-24,Belarus,Android,67,Android_Belarus,1,3.0,Android_Belarus
62,2025-10-09,Kazakhstan,Android,143,Android_Kazakhstan,1,1.0,Android_Kazakhstan
63,2025-08-07,Kazakhstan,Ios,206,Ios_Kazakhstan,1,0.0,Ios_Kazakhstan
64,2025-04-06,Russia,Android,329,Android_Russia,1,4.0,Android_Russia
65,2025-11-17,Kazakhstan,Ios,104,Ios_Kazakhstan,1,0.0,Ios_Kazakhstan
66,2025-10-21,Kazakhstan,Android,131,Android_Kazakhstan,1,3.0,Android_Kazakhstan
67,2025-07-25,Kazakhstan,Android,219,Android_Kazakhstan,1,0.0,Android_Kazakhstan
68,2025-11-28,Kazakhstan,Ios,93,Ios_Kazakhstan,1,1.0,Ios_Kazakhstan
69,2025-07-22,Belarus,Android,222,Android_Belarus,1,1.0,Android_Belarus
70,2025-06-24,Russia,Android,250,Android_Russia,1,1.0,Android_Russia
71,2025-09-27,Russia,Ios,155,Ios_Russia,1,2.0,Ios_Russia
72,2025-04-29,Russia,Ios,306,Ios_Russia,1,0.0,Ios_Russia
73,2025-08-26,Kazakhstan,Ios,187,Ios_Kazakhstan,1,0.0,Ios_Kazakhstan
74,2025-08-10,Belarus,Android,203,Android_Belarus,1,1.0,Android_Belarus
75,2025-08-27,Belarus,Ios,186,Ios_Belarus,1,0.0,Ios_Belarus
76,2025-02-20,Russia,Ios,374,Ios_Russia,1,0.0,Ios_Russia
77,2025-11-23,Belarus,Android,98,Android_Belarus,1,0.0,Android_Belarus
78,2025-07-27,Russia,Android,217,Android_Russia,1,2.0,Android_Russia
79,2025-04-25,Kazakhstan,Android,310,Android_Kazakhstan,1,1.0,Android_Kazakhstan
80,2025-11-15,Russia,Ios,106,Ios_Russia,1,1.0,Ios_Russia
81,2025-11-30,Belarus,Android,91,Android_Belarus,1,1.0,Android_Belarus
82,2025-08-13,Kazakhstan,Android,200,Android_Kazakhstan,1,0.0,Android_Kazakhstan
83,2025-05-30,Russia,Ios,275,Ios_Russia,1,2.0,Ios_Russia
84,2025-01-27,Kazakhstan,Android,398,Android_Kazakhstan,1,1.0,Android_Kazakhstan
85,2025-03-16,Kazakhstan,Android,350,Android_Kazakhstan,1,1.0,Android_Kazakhstan
86,2025-12-18,Kazakhstan,Android,73,Android_Kazakhstan,1,0.0,Android_Kazakhstan
87,2025-10-08,Russia,Android,144,Android_Russia,1,1.0,Android_Russia
88,2025-08-12,Belarus,Android,201,Android_Belarus,1,0.0,Android_Belarus
89,2025-07-25,Kazakhstan,Ios,219,Ios_Kazakhstan,1,0.0,Ios_Kazakhstan
90,2025-02-12,Russia,Android,382,Android_Russia,1,3.0,Android_Russia
91,2025-02-20,Belarus,Android,374,Android_Belarus,1,2.0,Android_Belarus
92,2025-07-08,Belarus,Ios,236,Ios_Belarus,1,1.0,Ios_Belarus
93,2025-12-31,Belarus,Android,60,Android_Belarus,1,2.0,Android_Belarus
94,2025-02-15,Russia,Ios,379,Ios_Russia,1,0.0,Ios_Russia
95,2025-11-05,Kazakhstan,Android,116,Android_Kazakhstan,1,1.0,Android_Kazakhstan
96,2025-11-16,Belarus,Android,105,Android_Belarus,1,2.0,Android_Belarus
97,2025-04-28,Russia,Ios,307,Ios_Russia,1,2.0,Ios_Russia
98,2025-08-01,Belarus,Android,212,Android_Belarus,1,3.0,Android_Belarus
99,2025-12-09,Kazakhstan,Android,82,Android_Kazakhstan,1,0.0,Android_Kazakhstan
100,2025-12-11,Belarus,Android,80,Android_Belarus,1,1.0,Android_Belarus
101,2025-09-30,Belarus,Android,152,Android_Belarus,1,0.0,Android_Belarus
102,2025-02-05,Kazakhstan,Android,389,Android_Kazakhstan,1,0.0,Android_Kazakhstan
103,2025-07-12,Kazakhstan,Ios,232,Ios_Kazakhstan,1,1.0,Ios_Kazakhstan
104,2025-12-06,Kazakhstan,Ios,85,Ios_Kazakhstan,1,1.0,Ios_Kazakhstan
105,2025-09-11,Kazakhstan,Ios,171,Ios_Kazakhstan,1,3.0,Ios_Kazakhstan
106,2025-07-08,Russia,Ios,236,Ios_Russia,1,1.0,Ios_Russia
107,2025-05-09,Russia,Ios,296,Ios_Russia,1,1.0,Ios_Russia
108,2025-12-26,Russia,Ios,65,Ios_Russia,1,0.0,Ios_Russia
109,2025-04-18,Belarus,Ios,317,Ios_Belarus,1,1.0,Ios_Belarus
110,2025-12-21,Belarus,Android,70,Android_Belarus,1,1.0,Android_Belarus
111,2025-10-01,Belarus,Android,151,Android_Belarus,1,1.0,Android_Belarus
112,2025-03-12,Belarus,Android,354,Android_Belarus,1,1.0,Android_Belarus
113,2025-06-13,Russia,Android,261,Android_Russia,1,1.0,Android_Russia
114,2025-01-10,Russia,Ios,415,Ios_Russia,1,0.0,Ios_Russia
115,2025-03-29,Russia,Android,337,Android_Russia,1,0.0,Android_Russia
116,2025-12-23,Kazakhstan,Android,68,Android_Kazakhstan,1,3.0,Android_Kazakhstan
117,2025-12-24,Kazakhstan,Android,67,Android_Kazakhstan,1,1.0,Android_Kazakhstan
118,2025-11-05,Kazakhstan,Android,116,Android_Kazakhstan,1,2.0,Android_Kazakhstan
119,2025-07-22,Belarus,Android,222,Android_Belarus,1,2.0,Android_Belarus
120,2025-10-12,Russia,Ios,140,Ios_Russia,1,2.0,Ios_Russia
121,2025-05-28,Russia,Android,277,Android_Russia,1,0.0,Android_Russia
122,2025-12-13,Belarus,Android,78,Android_Belarus,1,1.0,Android_Belarus
123,2025-03-23,Belarus,Ios,343,Ios_Belarus,1,0.0,Ios_Belarus
124,2025-01-16,Kazakhstan,Android,409,Android_Kazakhstan,1,2.0,Android_Kazakhstan
125,2025-05-24,Belarus,Ios,281,Ios_Belarus,1,3.0,Ios_Belarus
126,2025-11-03,Belarus,Android,118,Android_Belarus,1,0.0,Android_Belarus
127,2025-11-18,Belarus,Ios,103,Ios_Belarus,1,1.0,Ios_Belarus
128,2025-03-06,Russia,Android,360,Android_Russia,1,2.0,Android_Russia
129,2025-08-22,Russia,Android,191,Android_Russia,1,3.0,Android_Russia
130,2025-04-04,Belarus,Ios,331,Ios_Belarus,1,1.0,Ios_Belarus
131,2025-04-04,Russia,Android,331,Android_Russia,1,1.0,Android_Russia
132,2025-03-04,Kazakhstan,Ios,362,Ios_Kazakhstan,1,2.0,Ios_Kazakhstan
133,2025-05-29,Russia,Android,276,Android_Russia,1,1.0,Android_Russia
134,2025-04-08,Kazakhstan,Android,327,Android_Kazakhstan,1,2.0,Android_Kazakhstan
135,2025-12-20,Kazakhstan,Ios,71,Ios_Kazakhstan,1,0.0,Ios_Kazakhstan
136,2025-03-26,Kazakhstan,Android,340,Android_Kazakhstan,1,0.0,Android_Kazakhstan
137,2025-12-03,Kazakhstan,Ios,88,Ios_Kazakhstan,1,3.0,Ios_Kazakhstan
138,2025-06-23,Belarus,Android,251,Android_Belarus,1,0.0,Android_Belarus
139,2025-01-23,Russia,Android,402,Android_Russia,1,0.0,Android_Russia
140,2025-10-17,Kazakhstan,Ios,135,Ios_Kazakhstan,1,1.0,Ios_Kazakhstan
141,2025-09-12,Kazakhstan,Android,170,Android_Kazakhstan,1,0.0,Android_Kazakhstan
142,2025-11-27,Belarus,Android,94,Android_Belarus,1,2.0,Android_Belarus
143,2025-06-15,Kazakhstan,Ios,259,Ios_Kazakhstan,1,1.0,Ios_Kazakhstan
144,2025-11-15,Kazakhstan,Ios,106,Ios_Kazakhstan,1,1.0,Ios_Kazakhstan
145,2025-06-25,Russia,Android,249,Android_Russia,1,1.0,Android_Russia
146,2025-01-07,Belarus,Android,418,Android_Belarus,1,1.0,Android_Belarus
147,2025-08-14,Kazakhstan,Ios,199,Ios_Kazakhstan,1,1.0,Ios_Kazakhstan
148,2025-07-04,Russia,Ios,240,Ios_Russia,1,0.0,Ios_Russia
149,2025-09-14,Russia,Ios,168,Ios_Russia,1,2.0,Ios_Russia
150,2025-08-05,Belarus,Android,208,Android_Belarus,1,1.0,Android_Belarus
151,2025-06-27,Kazakhstan,Ios,247,Ios_Kazakhstan,1,0.0,Ios_Kazakhstan
152,2025-01-10,Belarus,Ios,415,Ios_Belarus,1,2.0,Ios_Belarus
153,2025-11-03,Belarus,Android,118,Android_Belarus,1,1.0,Android_Belarus
154,2025-12-04,Belarus,Ios,87,Ios_Belarus,1,2.0,Ios_Belarus
155,2025-09-21,Russia,Ios,161,Ios_Russia,1,2.0,Ios_Russia
156,2025-12-27,Belarus,Android,64,Android_Belarus,1,2.0,Android_Belarus
157,2025-05-01,Russia,Ios,304,Ios_Russia,1,1.0,Ios_Russia
158,2025-12-20,Kazakhstan,Android,71,Android_Kazakhstan,1,0.0,Android_Kazakhstan
159,2025-10-17,Russia,Ios,135,Ios_Russia,1,1.0,Ios_Russia
160,2025-01-08,Kazakhstan,Ios,417,Ios_Kazakhstan,1,0.0,Ios_Kazakhstan
161,2025-09-06,Kazakhstan,Ios,176,Ios_Kazakhstan,1,2.0,Ios_Kazakhstan
162,2025-10-15,Kazakhstan,Android,137,Android_Kazakhstan,1,0.0,Android_Kazakhstan
163,2025-09-16,Belarus,Ios,166,Ios_Belarus,1,2.0,Ios_Belarus
164,2025-07-09,Belarus,Ios,235,Ios_Belarus,1,0.0,Ios_Belarus
165,2025-06-21,Belarus,Android,253,Android_Belarus,1,3.0,Android_Belarus
166,2025-07-01,Kazakhstan,Android,243,Android_Kazakhstan,1,2.0,Android_Kazakhstan
167,2025-01-22,Belarus,Android,403,Android_Belarus,1,0.0,Android_Belarus
168,2025-08-03,Belarus,Android,210,Android_Belarus,1,2.0,Android_Belarus
169,2025-11-30,Belarus,Ios,91,Ios_Belarus,1,1.0,Ios_Belarus
170,2025-11-15,Kazakhstan,Android,106,Android_Kazakhstan,1,0.0,Android_Kazakhstan
171,2025-04-14,Belarus,Android,321,Android_Belarus,1,0.0,Android_Belarus
172,2025-03-19,Russia,Android,347,Android_Russia,1,1.0,Android_Russia
173,2025-04-24,Kazakhstan,Android,311,Android_Kazakhstan,1,2.0,Android_Kazakhstan
174,2025-06-29,Belarus,Android,245,Android_Belarus,1,1.0,Android_Belarus
175,2025-05-18,Russia,Android,287,Android_Russia,1,3.0,Android_Russia
176,2025-07-09,Belarus,Ios,235,Ios_Belarus,1,2.0,Ios_Belarus
177,2025-05-25,Belarus,Android,280,Android_Belarus,1,3.0,Android_Belarus
178,2025-09-14,Belarus,Android,168,Android_Belarus,1,0.0,Android_Belarus
179,2025-04-16,Kazakhstan,Ios,319,Ios_Kazakhstan,1,0.0,Ios_Kazakhstan
180,2025-09-14,Russia,Android,168,Android_Russia,1,3.0,Android_Russia
181,2025-08-28,Belarus,Android,185,Android_Belarus,1,2.0,Android_Belarus
182,2025-10-07,Kazakhstan,Android,145,Android_Kazakhstan,1,1.0,Android_Kazakhstan
183,2025-02-13,Belarus,Ios,381,Ios_Belarus,1,1.0,Ios_Belarus
184,2025-06-16,Kazakhstan,Ios,258,Ios_Kazakhstan,1,3.0,Ios_Kazakhstan
185,2025-06-12,Kazakhstan,Ios,262,Ios_Kazakhstan,1,1.0,Ios_Kazakhstan
186,2025-02-28,Kazakhstan,Android,366,Android_Kazakhstan,1,0.0,Android_Kazakhstan
187,2025-06-11,Kazakhstan,Android,263,Android_Kazakhstan,1,0.0,Android_Kazakhstan
188,2025-07-09,Russia,Ios,235,Ios_Russia,1,3.0,Ios_Russia
189,2025-07-02,Belarus,Android,242,Android_Belarus,1,0.0,Android_Belarus
190,2025-01-22,Russia,Ios,403,Ios_Russia,1,1.0,Ios_Russia
191,2025-06-25,Russia,Ios,249,Ios_Russia,1,2.0,Ios_Russia
192,2025-07-22,Kazakhstan,Ios,222,Ios_Kazakhstan,1,1.0,Ios_Kazakhstan
193,2025-04-05,Kazakhstan,Ios,330,Ios_Kazakhstan,1,1.0,Ios_Kazakhstan
194,2025-11-14,Belarus,Ios,107,Ios_Belarus,1,1.0,Ios_Belarus
195,2025-01-25,Belarus,Android,400,Android_Belarus,1,3.0,Android_Belarus
196,2025-09-26,Russia,Ios,156,Ios_Russia,1,3.0,Ios_Russia
197,2025-01-30,Russia,Android,395,Android_Russia,1,0.0,Android_Russia
198,2025-07-04,Russia,Ios,240,Ios_Russia,1,0.0,Ios_Russia
199,2025-06-16,Russia,Ios,258,Ios_Russia,1,1.0,Ios_Russia
200,2025-05-25,Kazakhstan,Ios,280,Ios_Kazakhstan,1,2.0,Ios_Kazakhstan
201,2025-08-22,Russia,Ios,191,Ios_Russia,1,2.0,Ios_Russia
202,2025-09-06,Belarus,Android,176,Android_Belarus,1,0.0,Android_Belarus
203,2025-03-13,Kazakhstan,Android,353,Android_Kazakhstan,1,4.0,Android_Kazakhstan
204,2025-01-15,Russia,Android,410,Android_Russia,1,0.0,Android_Russia
205,2025-11-21,Kazakhstan,Android,100,Android_Kazakhstan,1,2.0,Android_Kazakhstan
206,2025-04-03,Kazakhstan,Android,332,Android_Kazakhstan,1,1.0,Android_Kazakhstan
207,2025-04-20,Belarus,Ios,315,Ios_Belarus,1,0.0,Ios_Belarus
208,2025-08-27,Kazakhstan,Android,186,Android_Kazakhstan,1,1.0,Android_Kazakhstan
209,2025-01-21,Kazakhstan,Android,404,Android_Kazakhstan,1,2.0,Android_Kazakhstan
210,2025-08-08,Russia,Ios,205,Ios_Russia,1,1.0,Ios_Russia
211,2025-09-21,Belarus,Android,161,Android_Belarus,1,0.0,Android_Belarus
212,2025-04-15,Kazakhstan,Android,320,Android_Kazakhstan,0,0.0,Android_Kazakhstan
213,2025-06-13,Kazakhstan,Android,261,Android_Kazakhstan,1,1.0,Android_Kazakhstan
214,2025-08-09,Kazakhstan,Android,204,Android_Kazakhstan,1,2.0,Android_Kazakhstan
215,2025-04-09,Russia,Android,326,Android_Russia,1,1.0,Android_Russia
216,2025-06-20,Russia,Ios,254,Ios_Russia,1,2.0,Ios_Russia
217,2025-09-26,Russia,Ios,156,Ios_Russia,1,3.0,Ios_Russia
218,2025-04-30,Kazakhstan,Android,305,Android_Kazakhstan,1,1.0,Android_Kazakhstan
219,2025-05-15,Kazakhstan,Ios,290,Ios_Kazakhstan,1,0.0,Ios_Kazakhstan
220,2025-07-21,Russia,Ios,223,Ios_Russia,1,0.0,Ios_Russia
221,2025-09-21,Russia,Android,161,Android_Russia,1,1.0,Android_Russia
222,2025-08-31,Kazakhstan,Ios,182,Ios_Kazakhstan,1,0.0,Ios_Kazakhstan
223,2025-08-07,Russia,Ios,206,Ios_Russia,1,2.0,Ios_Russia
224,2025-05-05,Kazakhstan,Ios,300,Ios_Kazakhstan,1,1.0,Ios_Kazakhstan
225,2025-05-31,Russia,Ios,274,Ios_Russia,1,2.0,Ios_Russia
226,2025-03-31,Kazakhstan,Android,335,Android_Kazakhstan,1,0.0,Android_Kazakhstan
227,2025-07-18,Belarus,Ios,226,Ios_Belarus,1,0.0,Ios_Belarus
228,2025-06-28,Belarus,Ios,246,Ios_Belarus,1,0.0,Ios_Belarus
229,2025-12-15,Kazakhstan,Ios,76,Ios_Kazakhstan,1,0.0,Ios_Kazakhstan
230,2025-04-27,Belarus,Ios,308,Ios_Belarus,1,2.0,Ios_Belarus
231,2025-07-12,Kazakhstan,Android,232,Android_Kazakhstan,1,1.0,Android_Kazakhstan
232,2025-08-29,Kazakhstan,Ios,184,Ios_Kazakhstan,1,2.0,Ios_Kazakhstan
233,2025-10-24,Russia,Android,128,Android_Russia,1,1.0,Android_Russia
234,2025-09-01,Belarus,Android,181,Android_Belarus,1,0.0,Android_Belarus
235,2025-01-24,Kazakhstan,Android,401,Android_Kazakhstan,1,2.0,Android_Kazakhstan
236,2025-08-02,Belarus,Ios,211,Ios_Belarus,1,1.0,Ios_Belarus
237,2025-01-30,Russia,Ios,395,Ios_Russia,1,1.0,Ios_Russia
238,2025-05-28,Russia,Android,277,Android_Russia,1,0.0,Android_Russia
239,2025-05-07,Kazakhstan,Ios,298,Ios_Kazakhstan,1,0.0,Ios_Kazakhstan
240,2025-08-18,Belarus,Ios,195,Ios_Belarus,1,3.0,Ios_Belarus
241,2025-03-18,Russia,Ios,348,Ios_Russia,1,1.0,Ios_Russia
242,2025-09-06,Kazakhstan,Android,176,Android_Kazakhstan,1,0.0,Android_Kazakhstan
243,2025-01-04,Russia,Ios,421,Ios_Russia,1,0.0,Ios_Russia
244,2025-03-21,Russia,Android,345,Android_Russia,1,0.0,Android_Russia
245,2025-08-12,Kazakhstan,Ios,201,Ios_Kazakhstan,1,0.0,Ios_Kazakhstan
246,2025-09-07,Russia,Android,175,Android_Russia,1,1.0,Android_Russia
247,2025-03-05,Russia,Ios,361,Ios_Russia,1,1.0,Ios_Russia
248,2025-05-30,Belarus,Android,275,Android_Belarus,1,0.0,Android_Belarus
249,2025-09-16,Belarus,Android,166,Android_Belarus,1,4.0,Android_Belarus
250,2025-01-23,Russia,Ios,402,Ios_Russia,1,1.0,Ios_Russia
251,2025-04-19,Belarus,Ios,316,Ios_Belarus,1,2.0,Ios_Belarus
252,2025-03-19,Kazakhstan,Ios,347,Ios_Kazakhstan,1,2.0,Ios_Kazakhstan
253,2025-11-07,Kazakhstan,Android,114,Android_Kazakhstan,1,0.0,Android_Kazakhstan
254,2025-12-09,Belarus,Ios,82,Ios_Belarus,1,0.0,Ios_Belarus
255,2025-03-03,Kazakhstan,Ios,363,Ios_Kazakhstan,1,0.0,Ios_Kazakhstan
256,2025-12-14,Belarus,Android,77,Android_Belarus,1,0.0,Android_Belarus
257,2025-04-09,Russia,Ios,326,Ios_Russia,1,0.0,Ios_Russia
258,2025-08-03,Kazakhstan,Ios,210,Ios_Kazakhstan,1,0.0,Ios_Kazakhstan
259,2025-08-15,Kazakhstan,Ios,198,Ios_Kazakhstan,1,0.0,Ios_Kazakhstan
260,2025-02-21,Russia,Ios,373,Ios_Russia,1,3.0,Ios_Russia
261,2025-09-04,Russia,Android,178,Android_Russia,1,0.0,Android_Russia
262,2025-09-04,Russia,Android,178,Android_Russia,1,1.0,Android_Russia
263,2025-01-24,Russia,Ios,401,Ios_Russia,1,2.0,Ios_Russia
264,2025-07-14,Russia,Android,230,Android_Russia,1,0.0,Android_Russia
265,2025-12-13,Belarus,Android,78,Android_Belarus,1,0.0,Android_Belarus
266,2025-11-18,Kazakhstan,Ios,103,Ios_Kazakhstan,1,1.0,Ios_Kazakhstan
267,2025-03-10,Kazakhstan,Ios,356,Ios_Kazakhstan,1,1.0,Ios_Kazakhstan
268,2025-06-24,Russia,Ios,250,Ios_Russia,1,3.0,Ios_Russia
269,2025-11-13,Kazakhstan,Ios,108,Ios_Kazakhstan,1,1.0,Ios_Kazakhstan
270,2025-07-14,Kazakhstan,Ios,230,Ios_Kazakhstan,1,1.0,Ios_Kazakhstan
271,2025-06-12,Kazakhstan,Ios,262,Ios_Kazakhstan,1,0.0,Ios_Kazakhstan
272,2025-01-27,Kazakhstan,Ios,398,Ios_Kazakhstan,1,0.0,Ios_Kazakhstan
273,2025-12-01,Kazakhstan,Ios,90,Ios_Kazakhstan,1,1.0,Ios_Kazakhstan
274,2025-05-20,Belarus,Android,285,Android_Belarus,1,1.0,Android_Belarus
275,2025-09-27,Kazakhstan,Ios,155,Ios_Kazakhstan,1,4.0,Ios_Kazakhstan
276,2025-08-01,Russia,Ios,212,Ios_Russia,1,0.0,Ios_Russia
277,2025-01-07,Belarus,Android,418,Android_Belarus,1,1.0,Android_Belarus
278,2025-06-11,Kazakhstan,Android,263,Android_Kazakhstan,1,0.0,Android_Kazakhstan
279,2025-04-06,Kazakhstan,Android,329,Android_Kazakhstan,1,0.0,Android_Kazakhstan
280,2025-10-11,Kazakhstan,Android,141,Android_Kazakhstan,1,1.0,Android_Kazakhstan
281,2025-12-13,Kazakhstan,Ios,78,Ios_Kazakhstan,1,1.0,Ios_Kazakhstan
282,2025-08-30,Kazakhstan,Ios,183,Ios_Kazakhstan,1,1.0,Ios_Kazakhstan
283,2025-11-01,Russia,Ios,120,Ios_Russia,1,2.0,Ios_Russia
284,2025-08-13,Belarus,Ios,200,Ios_Belarus,1,1.0,Ios_Belarus
285,2025-01-12,Kazakhstan,Ios,413,Ios_Kazakhstan,1,0.0,Ios_Kazakhstan
286,2025-05-20,Belarus,Android,285,Android_Belarus,1,0.0,Android_Belarus
287,2025-07-09,Russia,Ios,235,Ios_Russia,1,0.0,Ios_Russia
288,2025-11-02,Russia,Ios,119,Ios_Russia,1,1.0,Ios_Russia
289,2025-11-11,Kazakhstan,Android,110,Android_Kazakhstan,1,1.0,Android_Kazakhstan
290,2025-06-15,Russia,Android,259,Android_Russia,1,1.0,Android_Russia
291,2025-07-24,Russia,Android,220,Android_Russia,1,1.0,Android_Russia
292,2025-03-25,Kazakhstan,Android,341,Android_Kazakhstan,1,1.0,Android_Kazakhstan
293,2025-02-13,Kazakhstan,Android,381,Android_Kazakhstan,1,1.0,Android_Kazakhstan
294,2025-10-16,Belarus,Ios,136,Ios_Belarus,1,0.0,Ios_Belarus
295,2025-09-04,Belarus,Ios,178,Ios_Belarus,1,0.0,Ios_Belarus
296,2025-06-21,Belarus,Android,253,Android_Belarus,1,1.0,Android_Belarus
297,2025-07-28,Russia,Android,216,Android_Russia,1,1.0,Android_Russia
298,2025-08-23,Russia,Android,190,Android_Russia,1,3.0,Android_Russia
299,2025-08-10,Belarus,Ios,203,Ios_Belarus,1,1.0,Ios_Belarus
300,2025-05-10,Kazakhstan,Android,295,Android_Kazakhstan,1,1.0,Android_Kazakhstan
301,2025-08-14,Kazakhstan,Android,199,Android_Kazakhstan,1,1.0,Android_Kazakhstan
302,2025-04-12,Belarus,Android,323,Android_Belarus,1,1.0,Android_Belarus
303,2025-09-29,Russia,Ios,153,Ios_Russia,1,1.0,Ios_Russia
304,2025-01-07,Belarus,Ios,418,Ios_Belarus,1,2.0,Ios_Belarus
305,2025-07-10,Belarus,Ios,234,Ios_Belarus,1,3.0,Ios_Belarus
306,2025-04-15,Russia,Ios,320,Ios_Russia,1,3.0,Ios_Russia
307,2025-02-02,Belarus,Ios,392,Ios_Belarus,1,1.0,Ios_Belarus
308,2025-07-08,Kazakhstan,Ios,236,Ios_Kazakhstan,1,1.0,Ios_Kazakhstan
309,2025-08-07,Russia,Android,206,Android_Russia,1,1.0,Android_Russia
310,2025-01-29,Belarus,Ios,396,Ios_Belarus,1,1.0,Ios_Belarus
